defect_id,asset_id,defect_type,severity_at_raise,raised_date,attended_date,days_open,temporary_repair_applied,escalated,escalation_type,escalation_date
DFT-2025-00830,RL-TRLAJJ-16,corrugation,2,2025-03-21,2025-03-29,8,false,false,,
DFT-2026-00831,RL-MSMBM-13,rail_flaw,3,2026-04-19,2026-05-20,31,false,true,speed_restriction,2026-05-20
DFT-2026-00832,SL-MSMBM-05,cracked_sleeper,major,2026-03-01,2026-03-08,7,false,false,,
DFT-2026-00833,MST-BBQPER-04,corrosion,minor,2026-01-23,2026-03-05,41,false,false,,
DFT-2026-00834,BL-AVD-01,fouling,minor,2026-07-22,2026-08-19,28,false,false,,
DFT-2026-00835,MST-AVDTI-03,foundation_defect,minor,2026-05-10,2026-06-16,37,false,true,punctuality_incident,2026-05-12
DFT-2026-00836,SG-PVTBM-01,aspect_defect,minor,2026-01-02,2026-01-13,11,false,false,,
DFT-2025-00837,TC-PERABU-10,shunt_failure,major,2025-05-05,2025-05-17,12,false,false,,
DFT-2025-00838,RL-MSMBM-18,corrugation,3,2025-09-13,2025-10-09,26,false,false,,
DFT-2026-00839,OHE-MSB-03,height_stagger,major,2026-05-08,2026-05-27,19,true,false,,
DFT-2025-00840,SL-MJRPON-05,fastening_failure,major,2025-10-04,2025-10-21,17,true,false,,
DFT-2026-00841,SL-PERABU-08,fastening_failure,critical,2026-03-21,2026-03-23,2,false,false,,
DFT-2026-00842,PT-MAS-10,detection_failure,minor,2026-01-05,2026-01-21,16,false,false,,
DFT-2025-00843,TO-TRL-02,gauge_defect,minor,2025-12-29,2026-01-17,19,false,false,,
DFT-2025-00844,AC-GISTM-04,reset_failure,minor,2025-04-06,2025-04-25,19,false,false,,
DFT-2026-00845,AC-MJRPON-04,reset_failure,minor,2026-08-13,,25,false,true,punctuality_incident,2026-08-20
DFT-2025-00846,IL-TRL-01,wire_count_discrepancy,major,2025-04-19,2025-04-29,10,true,false,,
DFT-2025-00847,BL-PONGPD-06,drainage_choke,critical,2025-03-16,2025-03-17,1,true,false,,
DFT-2025-00848,MST-TITRL-14,foundation_defect,major,2025-09-14,2025-10-04,20,false,true,failure,2025-09-26
DFT-2026-00849,MST-TRLAJJ-15,corrosion,major,2026-07-28,2026-08-12,15,false,false,,
DFT-2026-00850,OHE-TNPENR-07,height_stagger,minor,2026-05-03,2026-05-27,24,false,false,,
DFT-2026-00851,SL-MBMGI-02,fastening_failure,minor,2026-08-30,,8,false,false,,
DFT-2025-00852,BL-TBM-05,drainage_choke,minor,2025-11-16,2025-12-11,25,false,false,,
DFT-2026-00853,PT-TNP-06,motor_fault,major,2026-03-21,2026-03-29,8,false,false,,
DFT-2025-00854,RL-TRLAJJ-30,weld_failure,3,2025-09-20,2025-10-27,37,false,false,,
DFT-2025-00855,CW-TITRL-15,wire_wear,minor,2025-07-27,2025-10-03,68,false,false,,
DFT-2025-00856,SG-TRLAJJ-31,aspect_defect,major,2025-05-27,2025-06-08,12,false,false,,
DFT-2025-00857,SG-TRLAJJ-07,aspect_defect,minor,2025-08-22,2025-09-22,31,true,true,failure,2025-09-21
DFT-2026-00858,RL-TNPENR-11,rail_flaw,2,2026-05-03,2026-05-28,25,true,true,speed_restriction,2026-05-06
DFT-2025-00859,SG-ENRMJR-08,aspect_defect,minor,2025-09-11,2025-11-05,55,false,true,failure,2025-09-21
DFT-2026-00860,TO-BBQ-03,switch_wear,minor,2026-08-17,,21,false,false,,
DFT-2026-00861,BL-MSBMS-08,ballast_deficiency,minor,2026-09-02,,5,false,false,,
DFT-2025-00862,PT-TBM-02,obstruction,major,2025-03-29,2025-04-08,10,false,true,punctuality_incident,2025-04-05
DFT-2025-00863,TC-TRLAJJ-14,shunt_failure,minor,2025-05-27,2025-07-31,65,false,false,,
DFT-2025-00864,RL-GISTM-02,rail_flaw,3,2025-10-01,2025-11-06,36,false,false,,
DFT-2025-00865,TC-ENRMJR-02,shunt_failure,minor,2025-05-02,2025-07-03,62,false,false,,
DFT-2026-00866,BL-MASBBQ-04,fouling,major,2026-02-14,2026-02-28,14,false,false,,
DFT-2025-00867,SG-TITRL-18,lamp_failure,minor,2025-06-09,2025-07-24,45,true,false,,
DFT-2026-00868,RL-BBQTNP-04,rail_flaw,3,2026-07-05,2026-08-25,51,false,true,speed_restriction,2026-08-23
DFT-2026-00869,SG-TRLAJJ-03,lamp_failure,minor,2026-08-30,,8,false,false,,
DFT-2025-00870,CW-PVTBM-01,burn_mark,minor,2025-08-07,2025-09-05,29,true,false,,
DFT-2026-00871,AC-GISTM-04,reset_failure,minor,2026-08-14,2026-09-03,20,true,false,,
DFT-2025-00872,BL-MSB-01,drainage_choke,major,2025-11-19,2025-12-02,13,false,false,,
DFT-2025-00873,SG-PVTBM-04,lamp_failure,minor,2025-05-21,2025-07-13,53,false,false,,
DFT-2026-00874,SL-PERABU-11,fastening_failure,minor,2026-01-14,2026-02-18,35,false,true,speed_restriction,2026-01-25
DFT-2026-00875,TO-MSB-03,switch_wear,minor,2026-04-24,2026-06-23,60,false,false,,
DFT-2025-00876,OHE-MSB-03,hard_spot,minor,2025-08-29,2025-10-14,46,false,true,punctuality_incident,2025-09-23
DFT-2025-00877,MST-MSBMS-03,corrosion,minor,2025-04-24,2025-06-19,56,false,false,,
DFT-2026-00878,BL-BBQPER-02,fouling,critical,2026-08-06,2026-08-11,5,false,false,,
DFT-2025-00879,TC-TRLAJJ-14,shunt_failure,major,2025-08-26,2025-09-05,10,false,false,,
DFT-2026-00880,RL-MJRPON-03,rail_flaw,1,2026-07-12,2026-07-15,3,false,false,,
DFT-2025-00881,TO-PER-03,crossing_wear,minor,2025-10-04,2025-11-22,49,false,false,,
DFT-2026-00882,TC-STMPV-05,bonding_defect,minor,2026-03-21,2026-05-15,55,false,false,,
DFT-2025-00883,TC-AVDTI-01,shunt_failure,minor,2025-05-04,2025-05-21,17,false,false,,
DFT-2025-00884,OHE-PERABU-02,height_stagger,minor,2025-10-25,2025-11-27,33,false,false,,
DFT-2026-00885,SL-TRLAJJ-18,fastening_failure,minor,2026-05-05,2026-05-28,23,false,false,,
DFT-2025-00886,BL-ABUAVD-04,drainage_choke,minor,2025-06-01,2025-08-05,65,false,false,,
DFT-2026-00887,BL-PERABU-12,drainage_choke,major,2026-01-07,2026-01-26,19,true,true,speed_restriction,2026-01-14
DFT-2025-00888,RL-PERABU-22,weld_failure,3,2025-11-26,2025-12-13,17,true,false,,
DFT-2026-00889,PT-MAS-04,motor_fault,major,2026-08-02,2026-08-14,12,false,false,,
DFT-2026-00890,TC-TRLAJJ-11,bonding_defect,major,2026-06-01,2026-06-09,8,false,false,,
DFT-2025-00891,RL-TRLAJJ-16,corrugation,3,2025-06-07,2025-06-19,12,false,false,,
DFT-2026-00892,INS-STMPV-02,cracked_insulator,minor,2026-07-27,2026-08-19,23,false,false,,
DFT-2025-00893,OHE-GPD-02,height_stagger,major,2025-06-29,2025-07-12,13,false,false,,
DFT-2026-00894,PT-AJJ-12,motor_fault,minor,2026-08-16,,22,false,false,,
DFT-2025-00895,SL-TITRL-14,fastening_failure,minor,2025-12-15,2026-01-25,41,false,true,punctuality_incident,2026-01-07
DFT-2025-00896,RL-ENRMJR-09,weld_failure,3,2025-07-07,2025-09-18,73,false,false,,
DFT-2026-00897,SL-ABUAVD-01,fastening_failure,major,2026-03-12,2026-03-31,19,false,false,,
DFT-2026-00898,MST-MSMBM-11,corrosion,minor,2026-03-04,2026-04-16,43,false,false,,
DFT-2025-00899,BL-MSBMS-02,drainage_choke,minor,2025-09-25,2025-10-24,29,false,false,,
DFT-2026-00900,RL-MSBMS-04,wear,2,2026-09-06,,1,false,false,,
DFT-2025-00901,BL-TRLAJJ-35,ballast_deficiency,minor,2025-06-28,2025-08-29,62,true,false,,
DFT-2026-00902,OHE-TRLAJJ-02,height_stagger,minor,2026-05-05,2026-06-23,49,true,false,,
DFT-2025-00903,BL-MSB-05,fouling,minor,2025-06-25,2025-07-17,22,false,true,failure,2025-06-28
DFT-2025-00904,OHE-TITRL-01,hard_spot,minor,2025-10-04,2025-11-24,51,false,false,,
DFT-2025-00905,SG-TMLPTKO-02,lamp_failure,critical,2025-04-14,2025-04-20,6,false,true,punctuality_incident,2025-04-15
DFT-2025-00906,BL-MSBMS-08,drainage_choke,major,2025-12-19,2026-01-09,21,false,false,,
DFT-2026-00907,TC-TRLAJJ-30,bonding_defect,major,2026-03-30,2026-04-11,12,false,false,,
DFT-2026-00908,RL-ABUAVD-07,corrugation,2,2026-03-07,2026-03-13,6,false,false,,
DFT-2026-00909,SG-AVDTI-05,aspect_defect,major,2026-06-12,2026-07-02,20,false,false,,
DFT-2025-00910,RL-BBQPER-07,corrugation,2,2025-05-22,2025-06-13,22,false,false,,
DFT-2025-00911,SG-CJTMLP-01,aspect_defect,critical,2025-05-30,2025-06-06,7,false,false,,
DFT-2025-00912,INS-TITRL-04,cracked_insulator,minor,2025-10-07,2025-10-25,18,false,false,,
DFT-2025-00913,OHE-PONGPD-06,height_stagger,major,2025-07-26,2025-08-04,9,false,false,,
DFT-2026-00914,MST-MJRPON-08,foundation_defect,critical,2026-02-20,2026-02-26,6,false,false,,
DFT-2026-00915,TC-PERABU-09,bonding_defect,minor,2026-07-29,,40,false,false,,
DFT-2025-00916,SL-PERABU-08,fastening_failure,critical,2025-06-17,2025-06-18,1,false,false,,
DFT-2026-00917,SL-TRLAJJ-28,cracked_sleeper,minor,2026-07-08,2026-08-27,50,false,false,,
DFT-2026-00918,TC-PERABU-16,shunt_failure,minor,2026-07-12,,57,false,false,,
DFT-2026-00919,RL-TRLAJJ-55,wear,1,2026-04-04,2026-04-07,3,false,false,,
DFT-2026-00920,OHE-TRLAJJ-26,height_stagger,minor,2026-03-01,2026-03-25,24,false,false,,
DFT-2026-00921,CW-MJRPON-06,burn_mark,minor,2026-03-26,2026-06-03,69,false,true,punctuality_incident,2026-04-28
DFT-2026-00922,BL-PONGPD-06,ballast_deficiency,minor,2026-08-14,,24,false,false,,
DFT-2026-00923,TO-ENR-01,crossing_wear,minor,2026-03-12,2026-04-08,27,false,false,,
DFT-2025-00924,RL-STMPV-16,wear,3,2025-04-18,2025-05-28,40,false,false,,
DFT-2025-00925,RL-AVDTI-20,rail_flaw,3,2025-11-19,2026-02-01,74,false,true,speed_restriction,2025-11-22
DFT-2026-00926,MST-MSMBM-07,foundation_defect,minor,2026-06-04,2026-06-21,17,false,false,,
DFT-2025-00927,MST-TRLAJJ-06,corrosion,minor,2025-05-15,2025-06-08,24,false,false,,
DFT-2025-00928,OHE-MAS-06,height_stagger,minor,2025-10-18,2025-12-07,50,false,false,,
DFT-2026-00929,BL-MSB-05,fouling,minor,2026-08-16,,22,false,false,,
DFT-2026-00930,SL-PVTBM-08,fastening_failure,major,2026-03-24,2026-04-13,20,true,false,,
DFT-2025-00931,TC-TRLAJJ-33,shunt_failure,minor,2025-04-10,2025-04-25,15,false,false,,
DFT-2025-00932,TC-MBMGI-01,bonding_defect,major,2025-09-13,2025-09-24,11,false,false,,
DFT-2025-00933,RL-ENRMJR-09,weld_failure,3,2025-08-24,2025-10-21,58,false,false,,
DFT-2026-00934,RL-TITRL-22,weld_failure,3,2026-04-08,2026-06-20,73,false,true,failure,2026-04-22
DFT-2025-00935,RL-TNPENR-10,rail_flaw,3,2025-03-24,2025-06-03,71,false,true,speed_restriction,2025-04-27
DFT-2026-00936,RL-MSMBM-03,wear,2,2026-02-01,2026-02-21,20,false,false,,
DFT-2025-00937,INS-TRLAJJ-19,flashover_mark,major,2025-06-17,2025-06-25,8,false,false,,
DFT-2026-00938,MST-TRLAJJ-05,corrosion,major,2026-07-20,2026-07-25,5,false,false,,
DFT-2025-00939,INS-MBMGI-01,cracked_insulator,critical,2025-10-15,2025-10-16,1,false,false,,
DFT-2026-00940,SG-TRLAJJ-02,aspect_defect,minor,2026-04-20,2026-05-10,20,false,false,,
DFT-2026-00941,CW-TITRL-13,burn_mark,minor,2026-01-03,2026-02-15,43,true,false,,
DFT-2026-00942,SG-BBQPER-04,lamp_failure,critical,2026-07-16,2026-07-22,6,false,false,,
DFT-2026-00943,TC-TNPENR-03,shunt_failure,minor,2026-04-18,2026-06-04,47,false,false,,
DFT-2026-00944,RL-PONGPD-09,rail_flaw,3,2026-06-12,2026-08-02,51,false,false,,
DFT-2025-00945,OHE-GPD-01,height_stagger,critical,2025-05-10,2025-05-11,1,false,false,,
DFT-2026-00946,SG-TITRL-04,aspect_defect,minor,2026-06-27,2026-08-23,57,true,true,failure,2026-08-12
DFT-2026-00947,SL-AVDTI-09,cracked_sleeper,minor,2026-01-24,2026-04-04,70,false,false,,
DFT-2026-00948,SG-MJRPON-03,lamp_failure,minor,2026-01-30,2026-04-05,65,true,true,failure,2026-03-24
DFT-2026-00949,MST-TRLAJJ-42,corrosion,minor,2026-05-31,2026-07-19,49,false,true,failure,2026-06-03
DFT-2026-00950,PT-PER-01,motor_fault,major,2026-05-11,2026-05-20,9,true,false,,
DFT-2026-00951,TO-CGL-07,switch_wear,major,2026-08-21,,17,false,false,,
DFT-2025-00952,MST-PERABU-03,corrosion,minor,2025-08-14,2025-09-20,37,true,false,,
DFT-2026-00953,RL-TRLAJJ-32,corrugation,3,2026-03-18,2026-04-24,37,false,false,,
DFT-2025-00954,TC-PERABU-15,bonding_defect,critical,2025-04-26,2025-05-01,5,false,false,,
DFT-2026-00955,OHE-MSBMS-02,hard_spot,major,2026-05-23,2026-06-05,13,true,false,,
DFT-2026-00956,OHE-AVDTI-02,hard_spot,minor,2026-06-01,2026-08-09,69,true,true,failure,2026-06-19
DFT-2025-00957,RL-PONGPD-16,wear,1,2025-06-13,2025-06-18,5,false,false,,
DFT-2026-00958,BL-ABUAVD-04,fouling,major,2026-07-28,2026-08-14,17,false,false,,
DFT-2025-00959,TC-MASBBQ-03,shunt_failure,critical,2025-08-14,2025-08-15,1,true,false,,
DFT-2026-00960,CW-BBQTNP-02,wire_wear,major,2026-04-21,2026-05-04,13,false,false,,
DFT-2025-00961,TC-MSMBM-01,shunt_failure,critical,2025-12-17,2025-12-21,4,false,false,,
DFT-2026-00962,SG-MBMGI-04,aspect_defect,minor,2026-06-19,2026-08-02,44,false,false,,
DFT-2026-00963,TC-TRLAJJ-02,bonding_defect,major,2026-04-25,2026-05-08,13,false,false,,
DFT-2025-00964,TO-CGL-07,switch_wear,minor,2025-11-29,2026-01-06,38,true,false,,
DFT-2026-00965,SL-PVTBM-06,cracked_sleeper,minor,2026-07-11,2026-07-27,16,true,false,,
DFT-2025-00966,RL-MJRPON-12,wear,3,2025-06-29,2025-07-27,28,true,false,,
DFT-2026-00967,SG-TRLAJJ-19,lamp_failure,minor,2026-07-05,2026-09-02,59,false,false,,
DFT-2025-00968,MST-MJRPON-04,corrosion,minor,2025-08-15,2025-08-28,13,true,false,,
DFT-2025-00969,RL-MASBBQ-02,weld_failure,3,2025-03-31,2025-05-12,42,false,false,,
DFT-2026-00970,RL-TNPENR-12,wear,3,2026-03-04,2026-05-03,60,false,false,,
DFT-2025-00971,SL-ABUAVD-08,cracked_sleeper,minor,2025-09-02,2025-11-08,67,false,true,speed_restriction,2025-09-19
DFT-2026-00972,RL-TRLAJJ-12,weld_failure,1,2026-07-06,2026-07-12,6,false,false,,
DFT-2025-00973,RL-ABUAVD-15,corrugation,2,2025-08-11,2025-08-24,13,false,false,,
DFT-2025-00974,BL-MSBMS-08,fouling,major,2025-07-27,2025-08-14,18,false,false,,
DFT-2025-00975,SG-PERABU-13,lamp_failure,minor,2025-12-18,2026-02-08,52,true,false,,
DFT-2025-00976,TC-MSMBM-06,shunt_failure,minor,2025-11-01,2026-01-07,67,true,false,,
DFT-2026-00977,SG-ABUAVD-03,lamp_failure,minor,2026-01-20,2026-01-31,11,false,false,,
DFT-2026-00978,INS-GISTM-02,flashover_mark,minor,2026-08-26,,12,false,false,,
DFT-2025-00979,TO-PER-03,switch_wear,major,2025-12-04,2025-12-14,10,false,true,speed_restriction,2025-12-14
DFT-2026-00980,TC-GISTM-03,shunt_failure,minor,2026-05-16,2026-07-11,56,false,true,punctuality_incident,2026-06-04
DFT-2026-00981,TC-AVDTI-02,bonding_defect,major,2026-03-07,2026-03-13,6,true,false,,
DFT-2025-00982,SL-MASBBQ-02,fastening_failure,minor,2025-08-08,2025-09-12,35,false,false,,
DFT-2025-00983,TO-TBM-06,switch_wear,minor,2025-11-17,2025-12-30,43,false,false,,
DFT-2026-00984,BL-MAS-01,fouling,minor,2026-07-26,2026-08-14,19,false,false,,
DFT-2025-00985,CW-GISTM-02,burn_mark,minor,2025-04-13,2025-05-29,46,false,false,,
DFT-2026-00986,RL-TRLAJJ-49,rail_flaw,3,2026-07-08,,61,false,false,,
DFT-2025-00987,TC-AVDTI-04,bonding_defect,major,2025-04-20,2025-04-26,6,false,false,,
DFT-2025-00988,MST-STMPV-02,foundation_defect,major,2025-06-15,2025-07-04,19,false,true,failure,2025-06-26
DFT-2025-00989,LC-CJTMLP-01,surface_defect,minor,2025-08-08,2025-09-07,30,false,false,,
DFT-2026-00990,PT-TBM-02,obstruction,minor,2026-01-20,2026-02-01,12,false,false,,
DFT-2026-00991,RL-TITRL-19,weld_failure,2,2026-05-23,2026-06-10,18,false,false,,
DFT-2026-00992,RL-PERABU-20,weld_failure,1,2026-05-16,2026-05-21,5,false,false,,
DFT-2026-00993,IL-MAS-01,wire_count_discrepancy,critical,2026-04-13,2026-04-14,1,true,false,,
DFT-2026-00994,MST-TITRL-14,foundation_defect,minor,2026-06-28,2026-08-10,43,false,false,,
DFT-2026-00995,BL-MSBMS-03,ballast_deficiency,major,2026-08-11,2026-08-27,16,false,false,,
DFT-2025-00996,SL-MSBMS-03,cracked_sleeper,major,2025-08-01,2025-08-21,20,false,false,,
DFT-2025-00997,TC-ABUAVD-06,shunt_failure,major,2025-05-31,2025-06-19,19,true,false,,
DFT-2025-00998,TC-TRLAJJ-02,shunt_failure,minor,2025-08-24,2025-10-05,42,false,false,,
DFT-2026-00999,CW-BBQPER-02,burn_mark,minor,2026-05-31,2026-06-22,22,false,false,,
DFT-2025-01000,SL-ENRMJR-02,fastening_failure,minor,2025-06-20,2025-07-27,37,false,false,,
DFT-2026-01001,AC-AVDTI-05,reset_failure,major,2026-05-07,2026-05-12,5,false,false,,
DFT-2025-01002,MST-MSMBM-11,corrosion,minor,2025-04-28,2025-06-21,54,true,false,,
DFT-2026-01003,RL-TNPENR-03,wear,2,2026-05-26,2026-06-15,20,true,true,speed_restriction,2026-06-09
DFT-2025-01004,RL-TRLAJJ-25,weld_failure,1,2025-04-25,2025-04-26,1,false,false,,
DFT-2025-01005,TO-MSB-06,crossing_wear,critical,2025-10-11,2025-10-18,7,false,false,,
DFT-2025-01006,BL-TITRL-09,drainage_choke,minor,2025-04-15,2025-05-01,16,true,false,,
DFT-2026-01007,TO-TBM-06,crossing_wear,minor,2026-01-20,2026-02-09,20,false,false,,
DFT-2025-01008,TO-MSB-05,crossing_wear,minor,2025-06-29,2025-07-24,25,true,false,,
DFT-2026-01009,PT-BBQ-05,detection_failure,major,2026-08-12,2026-08-24,12,false,false,,
DFT-2025-01010,TC-AVDTI-04,bonding_defect,minor,2025-06-07,2025-07-18,41,false,false,,
DFT-2025-01011,TC-STMPV-02,shunt_failure,major,2025-11-10,2025-11-29,19,false,false,,
DFT-2026-01012,TO-MAS-05,gauge_defect,minor,2026-05-19,2026-07-15,57,false,false,,
DFT-2026-01013,BL-MAS-06,fouling,major,2026-06-07,2026-06-25,18,false,true,speed_restriction,2026-06-22
DFT-2025-01014,RL-TITRL-04,wear,2,2025-12-08,2025-12-20,12,false,false,,
DFT-2025-01015,OHE-MSMBM-16,height_stagger,minor,2025-08-12,2025-10-06,55,false,false,,
DFT-2025-01016,TC-MASBBQ-03,bonding_defect,minor,2025-11-13,2026-01-12,60,false,false,,
DFT-2026-01017,CW-CGLWJ-04,wire_wear,major,2026-06-06,2026-06-21,15,false,false,,
DFT-2026-01018,TC-PERABU-10,bonding_defect,minor,2026-02-20,2026-03-24,32,true,false,,
DFT-2025-01019,OHE-PVTBM-06,hard_spot,minor,2025-09-13,2025-11-08,56,false,false,,
DFT-2026-01020,RL-MASBBQ-02,rail_flaw,3,2026-07-09,2026-07-23,14,false,false,,
DFT-2026-01021,MST-MSMBM-11,corrosion,minor,2026-03-27,2026-05-31,65,true,false,,
DFT-2026-01022,TO-AVD-05,gauge_defect,minor,2026-05-22,2026-07-02,41,false,true,failure,2026-06-30
DFT-2025-01023,TO-PER-08,switch_wear,major,2025-12-03,2025-12-08,5,false,true,speed_restriction,2025-12-07
DFT-2026-01024,CW-GISTM-01,wire_wear,minor,2026-05-19,2026-07-13,55,false,true,failure,2026-06-17
DFT-2025-01025,BL-TRLAJJ-10,fouling,minor,2025-03-24,2025-05-28,65,false,false,,
DFT-2025-01026,SL-PERABU-13,cracked_sleeper,minor,2025-12-20,2026-01-27,38,false,false,,
DFT-2026-01027,MST-TRLAJJ-42,foundation_defect,major,2026-08-12,2026-09-01,20,false,false,,
DFT-2026-01028,BL-ABUAVD-05,fouling,major,2026-01-28,2026-02-10,13,false,false,,
DFT-2025-01029,TO-BBQ-10,gauge_defect,minor,2025-04-11,2025-06-08,58,true,true,speed_restriction,2025-05-15
DFT-2025-01030,TC-AVDTI-06,bonding_defect,major,2025-12-15,2026-01-01,17,false,false,,
DFT-2025-01031,OHE-BBQTNP-04,height_stagger,minor,2025-04-07,2025-06-14,68,false,false,,
DFT-2026-01032,SL-MSMBM-03,cracked_sleeper,major,2026-05-09,2026-05-27,18,false,false,,
DFT-2025-01033,SL-CGLWJ-03,cracked_sleeper,major,2025-05-23,2025-06-04,12,false,false,,
DFT-2026-01034,SL-BBQTNP-02,cracked_sleeper,major,2026-07-12,2026-07-17,5,false,false,,
DFT-2025-01035,OHE-PER-01,height_stagger,major,2025-06-20,2025-07-02,12,false,true,failure,2025-06-27
DFT-2025-01036,RL-TRLAJJ-35,corrugation,3,2025-06-13,2025-07-21,38,false,false,,
DFT-2026-01037,RL-AVDTI-03,weld_failure,1,2026-05-09,2026-05-10,1,false,false,,
DFT-2025-01038,BL-TRLAJJ-01,drainage_choke,minor,2025-10-09,2025-10-26,17,false,false,,
DFT-2026-01039,CW-MBMGI-04,burn_mark,major,2026-01-25,2026-02-14,20,false,false,,
DFT-2026-01040,OHE-MSBMS-05,height_stagger,minor,2026-09-01,,6,false,true,failure,2026-09-06
DFT-2025-01041,BL-PONGPD-08,fouling,major,2025-04-11,2025-04-21,10,false,false,,
DFT-2025-01042,AC-AVDTI-08,reset_failure,minor,2025-07-08,2025-09-01,55,false,true,failure,2025-08-03
DFT-2026-01043,PT-MAS-10,motor_fault,minor,2026-07-28,2026-08-10,13,false,false,,
DFT-2025-01044,TC-MSMBM-06,bonding_defect,major,2025-09-01,2025-09-10,9,false,false,,
DFT-2026-01045,SL-STMPV-01,cracked_sleeper,critical,2026-04-17,2026-04-19,2,false,false,,
DFT-2026-01046,SG-PERABU-04,lamp_failure,critical,2026-02-14,2026-02-17,3,true,false,,
DFT-2025-01047,RL-TNPENR-09,rail_flaw,1,2025-09-27,2025-10-04,7,false,false,,
DFT-2025-01048,OHE-MASBBQ-02,hard_spot,critical,2025-03-24,2025-03-27,3,false,true,failure,2025-03-27
DFT-2025-01049,SL-STMPV-02,cracked_sleeper,minor,2025-04-25,2025-06-06,42,false,false,,
DFT-2026-01050,BL-MS-06,drainage_choke,major,2026-03-04,2026-03-19,15,false,false,,
DFT-2026-01051,AC-GISTM-01,reset_failure,minor,2026-08-21,,17,true,false,,
DFT-2026-01052,SL-TRLAJJ-24,cracked_sleeper,minor,2026-03-21,2026-04-06,16,true,false,,
DFT-2025-01053,TO-MSB-04,switch_wear,major,2025-04-08,2025-04-20,12,false,true,punctuality_incident,2025-04-16
DFT-2025-01054,PT-BBQ-03,motor_fault,minor,2025-05-12,2025-07-13,62,false,true,failure,2025-06-02
DFT-2026-01055,RL-CJTMLP-06,weld_failure,1,2026-03-04,2026-03-08,4,false,false,,
DFT-2025-01056,OHE-MBMGI-03,hard_spot,minor,2025-10-05,2025-10-26,21,true,false,,
DFT-2026-01057,PT-AVD-06,obstruction,minor,2026-09-02,,5,false,false,,
DFT-2026-01058,SL-PERABU-03,cracked_sleeper,minor,2026-04-04,2026-05-14,40,true,true,failure,2026-04-17
DFT-2026-01059,RL-TRLAJJ-68,weld_failure,3,2026-02-11,2026-03-11,28,true,false,,
DFT-2025-01060,PT-MSB-11,obstruction,minor,2025-03-27,2025-05-14,48,false,false,,
DFT-2026-01061,MST-MBMGI-02,corrosion,minor,2026-03-24,2026-05-21,58,false,false,,
DFT-2025-01062,TO-BBQ-01,gauge_defect,minor,2025-12-06,2026-01-27,52,false,true,punctuality_incident,2026-01-07
DFT-2025-01063,OHE-BBQPER-03,height_stagger,major,2025-09-02,2025-09-17,15,false,false,,
DFT-2025-01064,INS-STMPV-02,cracked_insulator,major,2025-09-21,2025-10-04,13,false,false,,
DFT-2025-01065,BR-TRLAJJ-01,bearing_defect,minor,2025-03-25,2025-05-29,65,false,true,speed_restriction,2025-05-28
DFT-2026-01066,RL-CGLWJ-12,corrugation,3,2026-05-19,2026-06-08,20,false,false,,
DFT-2025-01067,RL-PONGPD-09,corrugation,2,2025-10-04,2025-10-12,8,false,false,,
DFT-2026-01068,RL-TRLAJJ-45,rail_flaw,3,2026-07-09,2026-07-28,19,false,false,,
DFT-2025-01069,TO-MS-07,crossing_wear,minor,2025-05-03,2025-06-24,52,true,false,,
DFT-2025-01070,TO-AJJ-01,gauge_defect,minor,2025-04-14,2025-05-22,38,false,true,punctuality_incident,2025-05-02
DFT-2025-01071,TO-TBM-09,crossing_wear,minor,2025-04-27,2025-06-28,62,true,false,,
DFT-2026-01072,OHE-AVDTI-10,hard_spot,minor,2026-07-09,2026-08-30,52,true,false,,
DFT-2025-01073,AC-TRLAJJ-19,head_fault,minor,2025-07-25,2025-08-27,33,false,false,,
DFT-2026-01074,RL-ENRMJR-08,weld_failure,2,2026-01-03,2026-01-16,13,false,false,,
DFT-2026-01075,OHE-AVD-01,height_stagger,critical,2026-05-20,2026-05-27,7,false,false,,
DFT-2025-01076,SL-MSBMS-01,fastening_failure,minor,2025-07-15,2025-08-10,26,false,false,,
DFT-2025-01077,RL-TITRL-24,corrugation,2,2025-10-25,2025-11-09,15,false,true,speed_restriction,2025-10-27
DFT-2026-01078,RL-MBMGI-01,corrugation,3,2026-04-10,2026-06-21,72,false,true,speed_restriction,2026-05-31
DFT-2026-01079,BL-PERABU-01,ballast_deficiency,major,2026-02-21,2026-03-07,14,false,false,,
DFT-2025-01080,TO-BBQ-11,crossing_wear,minor,2025-07-26,2025-09-25,61,false,false,,
DFT-2026-01081,INS-TNPENR-02,cracked_insulator,major,2026-08-05,2026-08-25,20,false,true,failure,2026-08-23
DFT-2025-01082,SG-BBQPER-01,lamp_failure,minor,2025-10-07,2025-11-19,43,false,true,speed_restriction,2025-10-16
DFT-2025-01083,MST-MSMBM-07,corrosion,minor,2025-10-28,2025-12-07,40,false,false,,
DFT-2026-01084,RL-ABUAVD-15,wear,2,2026-05-06,2026-05-12,6,false,false,,
DFT-2026-01085,BL-MSBMS-07,drainage_choke,major,2026-06-23,2026-07-02,9,true,false,,
DFT-2026-01086,RL-PONGPD-08,corrugation,3,2026-01-07,2026-02-08,32,false,false,,
DFT-2025-01087,PT-TBM-07,motor_fault,minor,2025-12-30,2026-01-15,16,false,false,,
DFT-2025-01088,OHE-TITRL-22,height_stagger,major,2025-06-06,2025-06-20,14,true,false,,
DFT-2025-01089,RL-TRLAJJ-04,corrugation,1,2025-09-08,2025-09-09,1,false,false,,
