block_id,analytical_estimate_min,trains_affected,total_detention_min,rerouted_count,cancelled_count,time_band
BLK-2026-00842,23,3,28,3,0,18-24
BLK-2025-00845,17,3,23,3,0,00-06
BLK-2026-00846,0,0,0,0,0,00-06
BLK-2025-00847,66,1,70,0,0,00-06
BLK-2026-00848,0,0,0,0,0,00-06
BLK-2025-00849,23,3,30,3,0,00-06
BLK-2026-00851,62,4,86,0,0,00-06
BLK-2026-00852,11,2,7,2,0,00-06
BLK-2026-00853,6,1,4,1,0,00-06
BLK-2026-00854,210,25,312,25,0,00-06
BLK-2025-00856,6,1,9,1,0,00-06
BLK-2026-00858,71,8,94,8,0,00-06
BLK-2026-00859,180,22,249,22,0,00-06
BLK-2026-00860,109,1,120,0,0,00-06
BLK-2026-00861,70,9,61,9,0,06-12
BLK-2025-00862,40,6,47,6,0,00-06
BLK-2025-00863,70,9,55,9,0,00-06
BLK-2025-00864,262,33,210,33,0,00-06
BLK-2025-00866,15653,58,18261,0,0,00-06
BLK-2026-00867,241,30,235,30,0,00-06
BLK-2026-00868,1719,19,2147,0,0,00-06
BLK-2025-00869,110,15,110,15,0,00-06
BLK-2026-00870,64,8,53,8,0,00-06
BLK-2026-00871,955,4,983,0,0,00-06
BLK-2026-00872,11,2,8,2,0,00-06
BLK-2026-00873,17035,60,20023,0,0,00-06
BLK-2026-00875,17,3,14,3,0,12-18
BLK-2026-00876,0,0,0,0,0,00-06
BLK-2026-00877,6,1,9,1,0,06-12
BLK-2026-00878,38,5,35,5,0,00-06
BLK-2026-00879,5572,21,5967,0,0,00-06
BLK-2026-00880,6,1,5,1,0,00-06
BLK-2026-00882,78,11,91,11,0,00-06
BLK-2026-00883,93,11,72,11,0,00-06
BLK-2026-00884,0,0,0,0,0,00-06
BLK-2026-00885,23,3,19,3,0,00-06
BLK-2025-00887,0,0,0,0,0,00-06
BLK-2025-00888,72,10,104,10,0,00-06
BLK-2026-00889,46,6,41,6,0,12-18
BLK-2026-00890,674,12,797,0,0,00-06
BLK-2025-00891,0,0,0,0,0,00-06
BLK-2025-00892,0,0,0,0,0,00-06
BLK-2026-00893,365,6,411,0,0,00-06
BLK-2026-00894,303,2,318,0,0,00-06
BLK-2026-00898,12,1,12,0,0,00-06
BLK-2026-00899,16,1,20,0,0,00-06
BLK-2025-00900,1816,20,2174,0,0,00-06
BLK-2026-00901,61,8,84,8,0,00-06
BLK-2026-00903,11,2,16,2,0,00-06
BLK-2026-00905,2850,18,3228,1,0,12-18
BLK-2026-00906,77,9,107,9,0,00-06
BLK-2026-00908,834,9,918,0,0,00-06
BLK-2026-00909,40,6,61,6,0,00-06
BLK-2026-00910,1812,6,2142,0,1,12-18
BLK-2026-00912,0,0,0,0,0,00-06
BLK-2026-00913,0,0,0,0,0,00-06
BLK-2026-00915,115,3,126,0,0,00-06
BLK-2025-00916,4290,10,4654,0,0,00-06
BLK-2026-00917,34,5,49,5,0,00-06
BLK-2025-00918,15,1,14,0,0,00-06
BLK-2026-00919,40,6,42,6,0,00-06
BLK-2026-00920,41,2,42,0,0,00-06
BLK-2025-00921,3969,22,4898,2,0,18-24
BLK-2026-00923,55,7,57,7,0,00-06
BLK-2025-00925,9734,32,10811,0,0,00-06
BLK-2026-00928,253,6,271,0,0,00-06
BLK-2026-00929,23,3,19,3,0,00-06
BLK-2026-00931,969,12,1131,0,0,00-06
BLK-2026-00932,11,2,12,2,0,00-06
BLK-2025-00933,11,2,16,2,0,00-06
BLK-2026-00937,6,1,7,1,0,00-06
BLK-2026-00938,0,0,0,0,0,00-06
BLK-2026-00942,4302,29,5156,0,0,00-06
BLK-2025-00943,0,0,0,0,0,00-06
BLK-2026-00944,4690,19,5343,0,0,00-06
BLK-2026-00945,17,3,20,3,0,00-06
BLK-2026-00946,38,5,39,5,0,06-12
BLK-2026-00950,22,4,23,4,0,00-06
BLK-2026-00951,0,0,0,0,0,00-06
BLK-2026-00952,275,8,298,0,0,00-06
BLK-2026-00953,131,16,128,16,0,00-06
BLK-2026-00954,6,1,8,1,0,00-06
BLK-2025-00955,16199,59,19256,0,0,00-06
BLK-2026-00956,1198,16,1429,0,0,00-06
BLK-2026-00959,40,6,32,6,0,00-06
BLK-2026-00960,40,6,36,6,0,00-06
BLK-2026-00962,0,0,0,0,0,00-06
BLK-2026-00965,4692,32,6431,0,0,06-12
BLK-2025-00966,406,3,441,0,0,00-06
BLK-2025-00969,1260,5,1311,0,0,00-06
BLK-2026-00970,77,9,97,9,0,00-06
BLK-2025-00971,6,1,7,1,0,00-06
BLK-2025-00972,1273,17,1494,0,0,00-06
BLK-2026-00973,0,0,0,0,0,00-06
BLK-2026-00974,0,0,0,0,0,00-06
BLK-2026-00975,107,14,90,14,0,00-06
BLK-2026-00976,11,2,14,2,0,00-06
BLK-2026-00977,148,18,129,18,0,00-06
BLK-2025-00978,6,1,4,1,0,00-06
BLK-2026-00981,0,0,0,0,0,00-06
BLK-2026-00982,17,3,10,3,0,00-06
BLK-2026-00983,11,2,9,2,0,00-06
BLK-2026-00984,34,5,37,5,0,00-06
BLK-2026-00985,6,1,6,1,0,00-06
BLK-2026-00989,29,4,23,4,0,12-18
BLK-2026-00991,2458,14,2619,0,0,00-06
BLK-2026-00992,11466,50,13403,0,0,00-06
BLK-2026-00993,11,2,12,2,0,00-06
BLK-2026-00994,4306,30,5183,0,0,00-06
BLK-2026-00995,0,0,0,0,0,00-06
BLK-2026-00997,2371,16,2987,0,0,06-12
BLK-2026-00998,3380,20,3738,1,0,00-06
BLK-2026-00999,70,9,89,9,0,00-06
BLK-2026-01000,18,2,21,2,0,00-06
BLK-2026-01001,29,4,42,4,0,00-06
BLK-2026-01002,50,6,38,6,0,00-06
BLK-2025-01004,0,0,0,0,0,00-06
BLK-2025-01005,138,18,105,18,0,00-06
BLK-2026-01006,0,0,0,0,0,00-06
BLK-2025-01007,150,19,150,19,0,00-06
BLK-2026-01008,55,7,70,7,0,06-12
BLK-2026-01009,46,7,67,7,0,00-06
BLK-2026-01010,29,4,38,4,0,00-06
BLK-2026-01011,16006,57,18180,0,0,00-06
BLK-2025-01013,8753,31,9236,0,0,00-06
BLK-2026-01015,6,1,9,1,0,00-06
BLK-2026-01018,11,2,8,2,0,00-06
BLK-2026-01022,18,2,22,2,0,00-06
BLK-2025-01023,11,2,9,2,0,00-06
BLK-2025-01024,58,7,63,7,0,00-06
BLK-2026-01025,320,8,377,0,0,00-06
BLK-2026-01026,7929,30,8893,1,0,00-06
BLK-2025-01027,582,7,605,0,0,00-06
BLK-2025-01028,186,23,244,23,0,00-06
BLK-2026-01029,22,4,26,4,0,00-06
BLK-2026-01030,77,9,106,9,0,00-06
BLK-2025-01036,66,2,72,0,0,00-06
BLK-2026-01039,11,2,8,2,0,00-06
BLK-2026-01040,11,2,12,2,0,00-06
BLK-2025-01041,17,3,23,3,0,00-06
BLK-2025-01043,73,9,76,9,0,00-06
BLK-2025-01044,0,0,0,0,0,00-06
BLK-2026-01045,29,4,29,4,0,00-06
BLK-2026-01048,28049,75,33165,0,0,00-06
BLK-2025-01049,1471,17,1678,0,0,00-06
BLK-2026-01050,0,0,0,0,0,00-06
BLK-2025-01051,11,2,6,2,0,00-06
BLK-2026-01052,389,49,377,49,0,00-06
BLK-2026-01053,0,0,0,0,0,00-06
BLK-2026-01054,116,14,79,14,0,00-06
BLK-2025-01055,49,7,48,7,0,00-06
BLK-2026-01056,7016,28,7880,1,0,00-06
BLK-2025-01058,174,22,233,22,0,12-18
BLK-2026-01059,40,6,36,6,0,00-06
BLK-2026-01060,40,6,42,6,0,00-06
BLK-2026-01061,11,2,18,2,0,00-06
BLK-2026-01062,29,4,25,4,0,00-06
BLK-2025-01063,40,6,27,6,0,00-06
BLK-2025-01064,0,0,0,0,0,18-24
BLK-2026-01065,6817,38,8148,0,0,00-06
BLK-2025-01066,78,9,70,9,0,00-06
BLK-2025-01067,917,11,1040,1,0,00-06
BLK-2026-01069,46,7,32,7,0,00-06
BLK-2026-01070,0,0,0,0,0,00-06
BLK-2026-01071,17,3,10,3,0,00-06
BLK-2026-01072,218,5,251,0,0,00-06
BLK-2025-01073,189,23,250,23,0,00-06
BLK-2025-01074,215,6,228,1,0,00-06
BLK-2025-01076,0,0,0,0,0,00-06
BLK-2026-01079,7057,39,8425,0,0,00-06
BLK-2026-01082,247,31,276,31,0,00-06
BLK-2026-01084,827,10,1006,0,0,00-06
BLK-2025-01086,94,12,92,12,0,00-06
BLK-2026-01087,0,0,0,0,0,00-06
BLK-2026-01090,11,2,17,2,0,00-06
BLK-2026-01092,16283,42,17364,1,0,00-06
BLK-2026-01094,1152,9,1198,0,0,00-06
BLK-2026-01095,0,0,0,0,0,00-06
BLK-2026-01096,29,4,37,4,0,00-06
BLK-2025-01097,84,11,87,11,0,00-06
BLK-2025-01098,17,3,16,3,0,00-06
BLK-2025-01099,0,0,0,0,0,00-06
BLK-2026-01100,46,6,65,6,0,06-12
BLK-2025-01101,0,0,0,0,0,00-06
BLK-2026-01103,31982,83,36377,0,0,00-06
BLK-2025-01104,4049,9,4619,0,1,12-18
BLK-2025-01105,51,8,72,8,0,00-06
BLK-2026-01106,2421,16,2799,0,0,00-06
BLK-2026-01107,2979,19,3194,1,0,00-06
BLK-2025-01108,58,8,49,8,0,00-06
BLK-2026-01109,658,4,718,0,0,00-06
BLK-2025-01110,0,0,0,0,0,00-06
BLK-2026-01111,1944,14,2086,0,0,00-06
BLK-2026-01113,3182,8,3244,0,0,00-06
BLK-2025-01115,290,5,337,0,0,00-06
BLK-2026-01116,11,2,14,2,0,18-24
BLK-2026-01117,3083,26,3559,0,0,00-06
BLK-2026-01118,117,15,154,15,0,00-06
BLK-2026-01121,5186,31,5808,0,0,00-06
BLK-2026-01125,0,0,0,0,0,00-06
BLK-2026-01127,8855,44,10008,0,0,00-06
BLK-2026-01130,7240,39,8315,0,0,00-06
BLK-2026-01132,143,3,152,0,0,00-06
BLK-2025-01133,29,4,19,4,0,00-06
BLK-2026-01134,87,10,63,10,0,00-06
BLK-2026-01135,0,0,0,0,0,00-06
BLK-2026-01138,1026,5,1118,0,0,00-06
BLK-2026-01140,148,18,208,18,0,00-06
BLK-2025-01142,0,0,0,0,0,00-06
BLK-2025-01143,18,2,23,2,0,06-12
BLK-2026-01144,200,5,214,0,0,00-06
BLK-2026-01145,17,1,18,0,0,00-06
BLK-2025-01148,0,0,0,0,0,00-06
BLK-2025-01151,49,7,74,7,0,00-06
BLK-2026-01155,887,8,995,0,0,00-06
BLK-2026-01157,64,8,72,8,0,00-06
BLK-2026-01159,29,4,43,4,0,00-06
BLK-2026-01163,77,9,73,9,0,00-06
BLK-2025-01165,17,3,20,3,0,00-06
BLK-2026-01166,12736,52,15314,0,0,00-06
BLK-2026-01167,23,3,18,3,0,12-18
BLK-2026-01168,29,4,31,4,0,00-06
BLK-2026-01169,4467,18,4579,0,0,00-06
BLK-2025-01170,11,2,10,2,0,00-06
BLK-2025-01171,95,13,85,13,0,18-24
BLK-2026-01174,0,0,0,0,0,00-06
BLK-2026-01176,40,6,61,6,0,00-06
BLK-2026-01177,2623,8,2873,0,2,12-18
BLK-2026-01180,3468,19,3672,0,0,00-06
BLK-2026-01181,8406,40,10078,0,0,00-06
BLK-2025-01182,139,17,133,17,0,00-06
BLK-2026-01184,240,31,323,31,0,00-06
BLK-2026-01185,29,4,43,4,0,00-06
BLK-2026-01189,23,3,26,3,0,00-06
BLK-2026-01190,40,6,41,6,0,00-06
BLK-2025-01192,5865,33,6938,0,0,00-06
BLK-2026-01193,6,1,5,1,0,00-06
BLK-2026-01194,1492,14,1554,1,0,00-06
BLK-2025-01195,1100,15,1374,0,0,00-06
BLK-2026-01196,22,4,23,4,0,00-06
BLK-2026-01197,6,1,4,1,0,00-06
BLK-2026-01198,58,7,62,7,0,00-06
BLK-2026-01199,11778,50,13863,0,0,00-06
BLK-2026-01201,0,0,0,0,0,00-06
BLK-2026-01202,189,23,217,23,0,00-06
BLK-2025-01205,13478,54,15941,0,0,00-06
BLK-2026-01206,0,0,0,0,0,00-06
BLK-2026-01207,20799,67,24547,0,0,00-06
BLK-2026-01208,29,4,36,4,0,00-06
BLK-2026-01209,46,7,46,7,0,00-06
BLK-2026-01210,16383,59,19392,0,0,00-06
BLK-2026-01213,29,4,42,4,0,00-06
BLK-2026-01214,6,1,7,1,0,00-06
BLK-2026-01216,73,8,58,8,0,00-06
BLK-2026-01217,0,0,0,0,0,00-06
BLK-2026-01218,5304,34,6077,0,0,00-06
BLK-2026-01220,3412,27,4084,0,0,00-06
BLK-2026-01224,1901,12,1999,0,0,00-06
BLK-2025-01226,7350,24,7920,0,0,00-06
BLK-2025-01227,11,2,18,2,0,00-06
BLK-2025-01228,0,0,0,0,0,00-06
BLK-2025-01229,6,1,9,1,0,00-06
BLK-2026-01230,34,5,33,5,0,00-06
BLK-2025-01231,771,13,906,0,0,00-06
BLK-2025-01232,0,0,0,0,0,00-06
BLK-2025-01233,1719,19,1964,0,0,00-06
BLK-2026-01234,107,14,109,14,0,06-12
BLK-2026-01235,23150,70,27898,0,0,00-06
BLK-2025-01236,77,9,69,9,0,00-06
BLK-2025-01238,5326,31,6386,0,0,00-06
BLK-2026-01239,20,3,28,3,0,00-06
BLK-2026-01240,179,23,145,23,0,00-06
BLK-2026-01241,46,7,42,7,0,00-06
BLK-2026-01242,2375,21,2830,0,0,00-06
BLK-2026-01245,964,11,1065,1,0,00-06
BLK-2026-01248,0,0,0,0,0,00-06
BLK-2025-01249,2753,24,3673,0,0,06-12
BLK-2026-01252,0,0,0,0,0,00-06
BLK-2026-01253,664,8,698,0,0,00-06
BLK-2025-01254,66,9,68,9,0,00-06
BLK-2026-01255,34,5,39,5,0,00-06
BLK-2026-01256,94,5,105,0,0,00-06
BLK-2026-01257,0,0,0,0,0,00-06
BLK-2026-01259,462,9,561,0,0,00-06
BLK-2026-01260,0,0,0,0,0,00-06
BLK-2026-01261,0,1,0,0,0,00-06
BLK-2026-01262,4497,31,5174,0,0,00-06
BLK-2026-01263,0,0,0,0,0,00-06
BLK-2026-01264,16726,57,19526,0,0,00-06
BLK-2025-01265,8,1,11,0,0,00-06
BLK-2026-01267,178,6,191,0,0,00-06
BLK-2026-01268,86,12,85,12,0,00-06
BLK-2026-01270,11,2,17,2,0,00-06
BLK-2026-01271,5012,24,5412,1,0,00-06
BLK-2026-01272,8,1,7,0,0,00-06
BLK-2026-01273,0,0,0,0,0,00-06
BLK-2026-01274,0,0,0,0,0,00-06
BLK-2026-01278,29,4,41,4,0,00-06
BLK-2026-01279,0,0,0,0,0,00-06
BLK-2026-01280,77,9,114,9,0,00-06
BLK-2026-01281,11,2,18,2,0,00-06
BLK-2026-01282,1670,11,1938,0,0,12-18
BLK-2026-01284,148,18,162,18,0,00-06
BLK-2026-01287,2621,24,3025,0,0,00-06
BLK-2026-01288,116,14,139,14,0,00-06
BLK-2026-01289,2094,13,2315,0,0,00-06
BLK-2025-01290,218,7,261,0,0,00-06
BLK-2026-01292,1432,18,1673,0,0,00-06
BLK-2026-01293,11,2,8,2,0,00-06
BLK-2026-01294,119,14,169,14,0,00-06
BLK-2026-01295,34,5,52,5,0,06-12
BLK-2026-01297,17,3,23,3,0,00-06
BLK-2025-01298,2223,15,2929,0,0,06-12
BLK-2026-01299,72,10,77,10,0,00-06
BLK-2026-01300,6,1,4,1,0,12-18
BLK-2025-01302,6,1,8,1,0,00-06
BLK-2026-01303,0,0,0,0,0,00-06
BLK-2026-01307,0,0,0,0,0,00-06
BLK-2026-01308,580,3,628,0,0,00-06
BLK-2026-01309,26,2,31,0,0,00-06
BLK-2026-01310,445,3,489,0,0,00-06
BLK-2025-01311,15,1,13,0,0,00-06
BLK-2026-01312,17,3,12,3,0,00-06
BLK-2025-01313,7840,39,9139,0,0,00-06
BLK-2026-01315,40,6,32,6,0,00-06
BLK-2026-01317,0,0,0,0,0,00-06
BLK-2026-01318,17,3,29,3,0,18-24
BLK-2026-01321,46,7,45,7,0,00-06
BLK-2026-01322,18,2,21,2,0,00-06
BLK-2026-01323,34,5,35,5,0,00-06
BLK-2026-01325,0,0,0,0,0,00-06
BLK-2026-01326,0,0,0,0,0,00-06
BLK-2026-01327,11,2,9,2,0,00-06
BLK-2025-01329,10046,46,11946,0,0,00-06
BLK-2026-01330,18,2,14,2,0,00-06
BLK-2025-01331,0,0,0,0,0,00-06
BLK-2025-01332,17,3,13,3,0,00-06
BLK-2026-01337,18,2,27,2,0,06-12
BLK-2026-01338,29,4,40,4,0,00-06
BLK-2025-01339,142,2,147,0,0,00-06
BLK-2026-01340,3117,18,4043,0,0,06-12
BLK-2025-01342,3669,28,4373,0,0,00-06
BLK-2026-01344,1276,12,1359,0,0,00-06
BLK-2026-01345,174,22,157,22,0,00-06
BLK-2026-01346,6,1,4,1,0,00-06
BLK-2026-01347,42,6,48,6,0,18-24
BLK-2026-01348,116,14,81,14,0,00-06
BLK-2026-01350,46,7,37,7,0,00-06
BLK-2026-01352,23,3,25,3,0,00-06
BLK-2026-01353,0,0,0,0,0,00-06
BLK-2026-01355,112,4,129,0,0,00-06
BLK-2026-01357,17,3,10,3,0,00-06
BLK-2026-01359,895,12,1015,0,0,00-06
BLK-2025-01360,0,0,0,0,0,00-06
BLK-2025-01362,2403,7,2615,0,1,12-18
BLK-2026-01363,324,8,364,0,0,00-06
BLK-2026-01366,0,0,0,0,0,00-06
BLK-2025-01367,20,3,29,3,0,00-06
BLK-2026-01368,11150,36,12429,1,0,00-06
BLK-2026-01370,42,6,55,6,0,00-06
BLK-2026-01371,16523,43,18800,1,0,00-06
BLK-2026-01372,1439,10,1605,0,0,00-06
BLK-2026-01374,130,4,154,0,0,00-06
BLK-2026-01375,31,2,40,0,0,00-06
BLK-2026-01377,0,0,0,0,0,00-06
BLK-2025-01380,284,5,290,0,0,00-06
BLK-2025-01383,0,0,0,0,0,00-06
BLK-2026-01385,34,5,41,5,0,00-06
BLK-2025-01386,94,5,106,0,0,00-06
BLK-2025-01387,38,5,26,5,0,00-06
BLK-2026-01388,0,0,0,0,0,00-06
BLK-2026-01389,211,4,246,0,0,00-06
BLK-2026-01390,0,0,0,0,0,00-06
BLK-2026-01391,157,19,163,19,0,00-06
BLK-2025-01392,0,0,0,0,0,00-06
BLK-2026-01393,792,8,904,0,0,00-06
BLK-2026-01394,84,2,85,0,0,00-06
BLK-2026-01395,12173,51,14241,0,0,00-06
BLK-2025-01397,66,2,80,0,0,00-06
BLK-2025-01399,165,2,190,0,0,12-18
BLK-2025-01400,73,9,60,9,0,00-06
BLK-2026-01402,6876,38,8016,0,0,00-06
BLK-2026-01404,2090,17,2779,0,0,18-24
BLK-2026-01405,12173,51,14798,0,0,00-06
BLK-2026-01406,1684,11,1868,0,0,12-18
BLK-2026-01407,3957,27,4653,0,0,00-06
BLK-2025-01409,17,3,25,3,0,00-06
BLK-2026-01410,40,6,29,6,0,00-06
BLK-2026-01411,772,9,861,0,0,00-06
BLK-2025-01413,2658,24,2936,0,0,00-06
BLK-2026-01415,85082,135,98520,0,0,00-06
BLK-2026-01416,0,0,0,0,0,00-06
BLK-2026-01417,0,0,0,0,0,00-06
BLK-2025-01418,0,0,0,0,0,00-06
BLK-2026-01420,4173,29,4693,0,0,00-06
BLK-2026-01422,1399,10,1530,0,0,00-06
BLK-2026-01423,29,4,41,4,0,00-06
BLK-2026-01425,1093,12,1295,1,0,12-18
BLK-2025-01426,14,1,18,0,0,00-06
BLK-2026-01427,26,3,28,3,0,00-06
BLK-2025-01430,6,1,7,1,0,00-06
BLK-2026-01431,11,1,10,0,0,12-18
BLK-2026-01432,23,3,32,3,0,00-06
BLK-2025-01434,0,0,0,0,0,00-06
BLK-2025-01435,0,0,0,0,0,00-06
BLK-2026-01436,218,27,200,27,0,12-18
BLK-2026-01437,11,2,15,2,0,00-06
BLK-2026-01440,139,18,211,18,0,06-12
BLK-2026-01441,539,6,690,0,0,06-12
BLK-2026-01444,26,3,34,3,0,00-06
BLK-2025-01448,11,2,17,2,0,00-06
BLK-2026-01449,0,0,0,0,0,00-06
BLK-2025-01450,143,5,151,1,0,00-06
BLK-2026-01453,55,7,54,7,0,12-18
BLK-2026-01454,77,9,75,9,0,00-06
BLK-2026-01455,75,3,98,0,0,00-06
BLK-2026-01456,105,12,137,12,0,00-06
BLK-2025-01457,11994,50,14439,0,0,00-06
BLK-2026-01458,874,14,1065,0,0,12-18
BLK-2026-01459,201,26,215,26,0,00-06
BLK-2025-01461,93,12,133,12,0,00-06
BLK-2026-01462,11,2,10,2,0,00-06
BLK-2026-01463,187,6,219,0,0,00-06
BLK-2026-01464,40,6,44,6,0,00-06
BLK-2026-01467,1259,16,1726,0,0,06-12
BLK-2026-01470,0,0,0,0,0,00-06
BLK-2026-01471,1890,15,1986,1,0,00-06
BLK-2026-01474,31,4,39,4,0,00-06
BLK-2026-01476,54,7,60,7,0,06-12
BLK-2026-01477,1026,5,1066,0,0,00-06
BLK-2026-01479,3758,21,3933,1,0,00-06
BLK-2026-01480,194,24,231,24,0,00-06
BLK-2026-01481,34,5,51,5,0,00-06
BLK-2026-01482,236,2,254,0,0,12-18
BLK-2026-01483,43,6,48,6,0,00-06
BLK-2026-01484,4026,29,4694,0,0,00-06
BLK-2025-01486,82,10,70,10,0,00-06
BLK-2025-01487,29,4,34,4,0,00-06
BLK-2026-01488,154,20,147,20,0,06-12
BLK-2026-01490,72,10,56,10,0,00-06
BLK-2026-01492,2596,8,3003,0,1,12-18
BLK-2025-01495,924,4,1022,0,0,00-06
BLK-2026-01496,17319,61,20236,0,0,00-06
BLK-2026-01498,444,6,546,0,0,06-12
BLK-2026-01499,82,10,65,10,0,00-06
BLK-2026-01500,6,1,4,1,0,00-06
BLK-2025-01501,0,0,0,0,0,00-06
BLK-2026-01502,1496,11,1695,0,0,00-06
BLK-2026-01503,304,5,324,0,0,00-06
BLK-2026-01504,11,2,17,2,0,00-06
BLK-2026-01505,17990,62,20346,0,0,00-06
BLK-2026-01506,29,4,31,4,0,00-06
BLK-2026-01507,22,4,30,4,0,00-06
BLK-2026-01508,46,7,71,7,0,00-06
BLK-2026-01510,8519,43,9676,0,0,00-06
BLK-2026-01511,393,4,419,0,0,00-06
BLK-2026-01512,116,14,166,14,0,00-06
BLK-2026-01513,11,2,17,2,0,00-06
BLK-2026-01514,34,5,50,5,0,00-06
BLK-2026-01515,318,3,354,0,0,00-06
BLK-2025-01516,6742,13,6956,0,0,00-06
BLK-2025-01517,2508,17,2724,1,0,00-06
BLK-2026-01518,0,0,0,0,0,00-06
BLK-2026-01519,174,22,168,22,0,00-06
BLK-2026-01520,11,2,18,2,0,00-06
BLK-2026-01521,744,9,865,0,0,00-06
BLK-2026-01522,24,1,26,0,0,00-06
BLK-2026-01524,23,3,21,3,0,00-06
BLK-2025-01526,1525,11,1589,0,0,00-06
BLK-2026-01527,0,0,0,0,0,00-06
BLK-2026-01529,55,7,40,7,0,00-06
BLK-2026-01530,674,4,758,0,0,00-06
BLK-2026-01531,0,0,0,0,0,00-06
BLK-2025-01533,23262,67,27154,0,0,00-06
BLK-2025-01536,55,7,61,7,0,06-12
BLK-2026-01537,6,1,5,1,0,00-06
BLK-2026-01538,834,8,1116,0,0,06-12
BLK-2025-01539,46,6,35,6,0,00-06
BLK-2026-01540,4702,30,5461,0,0,00-06
BLK-2026-01541,34,5,41,5,0,00-06
BLK-2025-01542,482,8,504,1,0,00-06
BLK-2026-01543,808,9,901,0,0,00-06
BLK-2025-01545,87,4,102,0,0,00-06
BLK-2026-01546,0,0,0,0,0,00-06
BLK-2025-01548,77,9,106,9,0,00-06
BLK-2026-01549,1176,9,1245,0,0,00-06
BLK-2026-01551,6069,35,7070,0,0,00-06
BLK-2025-01552,29,4,35,4,0,00-06
BLK-2026-01554,0,0,0,0,0,00-06
BLK-2026-01555,1310,12,1479,0,0,00-06
BLK-2026-01558,0,0,0,0,0,00-06
BLK-2026-01559,6817,38,8180,0,0,00-06
BLK-2025-01560,11,2,12,2,0,18-24
BLK-2025-01561,647,7,709,0,0,00-06
BLK-2025-01562,102,12,116,12,0,00-06
BLK-2026-01563,40,6,45,6,0,00-06
BLK-2026-01564,41059,94,48960,0,0,00-06
BLK-2026-01570,136,17,100,17,0,00-06
BLK-2025-01573,49,7,63,7,0,18-24
BLK-2025-01575,0,0,0,0,0,00-06
BLK-2026-01576,29,4,30,4,0,00-06
BLK-2025-01577,217,28,234,28,0,00-06
BLK-2026-01579,0,0,0,0,0,00-06
BLK-2026-01581,145,18,125,18,0,00-06
BLK-2026-01583,34,5,23,5,0,00-06
BLK-2026-01585,0,0,0,0,0,00-06
BLK-2025-01587,10450,45,12381,0,0,00-06
BLK-2025-01588,365,9,437,0,0,00-06
BLK-2026-01589,77,9,85,9,0,00-06
BLK-2025-01590,3756,28,4432,0,0,00-06
BLK-2026-01591,0,0,0,0,0,00-06
BLK-2026-01593,87,10,95,10,0,00-06
BLK-2026-01594,22,4,17,4,0,00-06
BLK-2026-01595,6,1,4,1,0,00-06
BLK-2026-01596,5304,26,6872,0,0,18-24
BLK-2025-01597,33,3,37,0,0,00-06
BLK-2026-01598,0,0,0,0,0,00-06
BLK-2025-01599,6,1,6,1,0,00-06
BLK-2025-01600,77,9,113,9,0,00-06
BLK-2026-01601,47,6,49,6,0,00-06
BLK-2026-01604,47,6,72,6,0,00-06
BLK-2026-01605,11,2,10,2,0,00-06
BLK-2026-01608,110,13,93,13,0,00-06
BLK-2026-01609,54,8,74,8,0,00-06
BLK-2025-01611,681,9,750,0,0,00-06
BLK-2026-01613,6,1,5,1,0,06-12
BLK-2026-01615,6,1,4,1,0,00-06
BLK-2025-01617,11,2,17,2,0,00-06
BLK-2025-01619,0,0,0,0,0,00-06
BLK-2025-01620,102,12,129,12,0,00-06
BLK-2026-01621,71,8,71,8,0,00-06
BLK-2025-01622,848,10,943,0,0,00-06
BLK-2026-01625,64,1,73,0,0,00-06
BLK-2025-01626,394,9,463,0,0,00-06
BLK-2026-01629,34,5,44,5,0,18-24
BLK-2026-01631,0,0,0,0,0,00-06
BLK-2026-01632,91,14,128,14,0,00-06
BLK-2026-01633,2229,7,2433,0,0,00-06
BLK-2026-01634,0,0,0,0,0,00-06
BLK-2026-01635,6,1,8,1,0,00-06
BLK-2026-01636,130,17,174,17,0,06-12
BLK-2025-01637,11,2,6,2,0,00-06
BLK-2026-01639,53,7,69,7,0,00-06
BLK-2026-01640,78,9,112,9,0,00-06
BLK-2026-01641,40,6,56,6,0,00-06
BLK-2025-01643,4504,23,4832,1,0,00-06
BLK-2026-01644,1822,12,1908,0,0,00-06
BLK-2026-01645,6178,36,6997,0,0,00-06
BLK-2026-01647,6,1,7,1,0,06-12
BLK-2026-01648,119,14,161,14,0,00-06
BLK-2026-01649,29,4,41,4,0,00-06
BLK-2025-01652,88,11,120,11,0,00-06
BLK-2026-01655,0,0,0,0,0,00-06
BLK-2025-01656,4017,17,4559,0,0,00-06
BLK-2026-01657,125,15,101,15,0,00-06
BLK-2026-01658,0,0,0,0,0,00-06
BLK-2026-01659,10908,47,14680,0,0,06-12
BLK-2025-01660,698,12,922,0,0,18-24
BLK-2026-01662,1299,17,1629,0,0,00-06
BLK-2026-01664,34,5,34,5,0,00-06
BLK-2026-01667,27160,73,30191,0,0,00-06
BLK-2026-01668,1059,12,1148,1,0,00-06
BLK-2026-01669,6068,34,7123,0,0,00-06
BLK-2026-01671,72,10,72,10,0,00-06
BLK-2025-01673,3083,26,4094,0,0,06-12
BLK-2026-01675,40,6,32,6,0,00-06
BLK-2025-01677,0,1,0,0,0,00-06
BLK-2025-01678,0,0,0,0,0,00-06
BLK-2026-01679,0,0,0,0,0,00-06
BLK-2025-01680,63,9,89,9,0,00-06
