block_id,block_section_id,tasks_included,departments,merge_group_id,requested_start,requested_duration_min,sanctioned_start,sanctioned_duration_min,actual_start,actual_end,availed,overrun_min,overrun_reason,crew_id,machine_id,weather,season,was_merged
BLK-2026-00613,CGL-WJ-SINGLE,TRD-2026-01365;ENG-2026-05519;ENG-2026-04775,ENG;TRD,MG-2026-0094,2026-03-27 12:30,422,2026-03-27 12:30,510,2026-03-27 12:37,2026-03-27 19:10,true,-117,none,ENG-MSB-C,,clear,normal,true
BLK-2026-00614,ENR-MJR-UP,ENG-2026-06025,ENG,,2026-02-14 03:45,144,2026-02-14 04:00,174,2026-02-14 04:01,2026-02-14 07:06,true,11,traffic_hold,ENG-MBM-B,BRM-SR-06,clear,normal,false
BLK-2026-00615,TMLP-TKO-SINGLE,ENG-2026-04400,ENG,,2026-04-14 03:30,135,2026-04-14 03:45,165,,,false,,,ENG-ENR-B,BRM-SR-02,clear,normal,false
BLK-2026-00616,TI-TRL-DN,TRD-2026-01151,TRD,,2026-08-22 03:30,146,2026-08-22 03:30,173,2026-08-22 03:36,2026-08-22 05:33,true,-56,none,TRD-MAS-C,OHE-TC-05,clear,normal,false
BLK-2026-00617,MAS-BBQ-UP_SUB,SNT-2026-01404;ENG-2026-05644;ENG-2025-04232,ENG;SNT,MG-2026-0095,2026-01-13 02:15,533,2026-01-13 02:15,668,2026-01-13 02:20,2026-01-13 11:09,true,-139,none,ENG-PV-B,TAMP-SR-03,clear,normal,true
BLK-2025-00618,PER-ABU-DN_SUB,SNT-2025-01535,SNT,,2025-11-10 00:45,95,2025-11-10 00:45,112,2025-11-10 00:51,2025-11-10 02:43,true,0,none,SNT-PER-A,,heavy_rain,monsoon,false
BLK-2026-00619,PV-TBM-UP_SUB,ENG-2026-05506,ENG,,2026-08-16 00:30,395,2026-08-16 00:30,460,2026-08-16 00:49,2026-08-16 08:49,true,20,unexpected_condition,ENG-TI-C,,clear,normal,false
BLK-2026-00620,CJ-TMLP-SINGLE,ENG-2026-05950,ENG,,2026-07-20 02:30,344,2026-07-20 02:30,411,2026-07-20 02:30,2026-07-20 08:58,true,-23,none,ENG-TNP-C,,clear,normal,false
BLK-2026-00621,MAS-BBQ-DN,SNT-2026-01446,SNT,,2026-07-23 02:30,109,2026-07-23 02:30,134,2026-07-23 02:25,2026-07-23 04:09,true,-30,none,SNT-MSB-A,,clear,normal,false
BLK-2025-00622,ENR-MJR-UP,SNT-2025-01515,SNT,,2025-10-02 00:00,38,2025-10-01 23:45,46,2025-10-01 23:36,2025-10-02 00:14,true,-8,none,SNT-PER-B,,rain,monsoon,false
BLK-2026-00623,MS-MBM-DN,TRD-2026-01305,TRD,,2026-08-06 02:00,173,2026-08-06 01:45,221,,,false,,,TRD-AVD-C,OHE-TC-05,clear,normal,false
BLK-2026-00624,TRL-AJJ-DN,TRD-2026-01102,TRD,,2026-04-27 00:15,408,2026-04-27 00:15,516,,,false,,,TRD-MSB-B,OHE-TC-06,clear,normal,false
BLK-2025-00625,PER-ABU-UP,SNT-2025-01268,SNT,,2025-10-25 03:30,73,2025-10-25 03:30,93,2025-10-25 03:29,2025-10-25 04:55,true,-7,none,SNT-STM-A,,clear,monsoon,false
BLK-2025-00626,AVD-TI-DN_SUB,ENG-2026-05891;SNT-2025-00907;ENG-2026-04633,ENG;SNT,MG-2025-0096,2025-10-14 01:45,670,2025-10-14 01:45,784,2025-10-14 01:52,2025-10-14 15:53,true,57,machine_late,SNT-ENR-B,,clear,monsoon,true
BLK-2026-00627,PER-ABU-UP,ENG-2026-06044,ENG,,2026-07-15 02:15,339,2026-07-15 02:00,409,2026-07-15 02:03,2026-07-15 07:40,true,-72,none,ENG-MSB-A,,clear,normal,false
BLK-2026-00628,TRL-AJJ-UP_SUB,TRD-2026-01583,TRD,,2026-06-08 03:30,75,2026-06-08 03:45,94,,,false,,,TRD-MAS-A,OHE-TC-01,clear,normal,false
BLK-2026-00629,AVD-TI-DN,ENG-2026-04109,ENG,,2026-05-09 01:00,270,2026-05-09 01:15,342,,,false,,,ENG-GI-A,,clear,normal,false
BLK-2025-00630,MBM-GI-UP,ENG-2025-04559,ENG,,2025-12-24 02:30,135,2025-12-24 02:45,165,2025-12-24 02:54,2025-12-24 05:39,true,0,none,ENG-TBM-B,TAMP-SR-05,heavy_rain,monsoon,false
BLK-2026-00631,MJR-PON-DN,ENG-2025-05982,ENG,,2026-01-10 00:00,253,2026-01-09 23:45,320,2026-01-09 23:38,2026-01-10 03:34,true,-84,none,ENG-MJR-B,TAMP-SR-03,clear,normal,false
BLK-2026-00632,MJR-PON-DN,ENG-2026-04955,ENG,,2026-07-10 00:00,302,2026-07-10 00:15,384,,,false,,,ENG-ABU-A,,clear,normal,false
BLK-2026-00633,MSB-MS-UP,ENG-2026-05432;ENG-2025-04478;ENG-2026-05431,ENG,MG-2026-0097,2026-02-06 01:45,342,2026-02-06 01:45,406,2026-02-06 01:55,2026-02-06 07:42,true,-59,none,ENG-MAS-C,,clear,normal,true
BLK-2026-00634,AVD-TI-UP,TRD-2025-01036,TRD,,2026-01-03 01:30,142,2026-01-03 01:45,170,2026-01-03 01:37,2026-01-03 04:53,true,26,machine_late,TRD-MSB-B,OHE-TC-04,clear,normal,false
BLK-2026-00635,CGL-WJ-SINGLE,SNT-2026-00547,SNT,,2026-08-25 01:45,210,2026-08-25 01:45,254,2026-08-25 01:57,2026-08-25 05:45,true,-26,none,SNT-MS-B,,clear,normal,false
BLK-2025-00636,MSB-MS-UP_SUB,ENG-2025-04053,ENG,,2025-12-14 02:45,246,2025-12-14 02:30,310,,,false,,,ENG-AJJ-B,TAMP-SR-03,rain,monsoon,false
BLK-2025-00637,TI-TRL-UP_SUB,SNT-2025-01455,SNT,,2025-10-18 02:00,111,2025-10-18 02:15,135,2025-10-18 02:29,2025-10-18 04:13,true,-31,none,SNT-TBM-A,,clear,monsoon,false
BLK-2026-00638,PV-TBM-UP_SUB,ENG-2026-05967,ENG,,2026-07-06 01:15,213,2026-07-06 01:15,272,2026-07-06 01:32,2026-07-06 04:46,true,-78,none,ENG-TNP-B,TAMP-SR-07,clear,normal,false
BLK-2026-00639,ABU-AVD-DN,ENG-2025-04097,ENG,,2026-01-02 00:45,260,2026-01-02 00:45,311,2026-01-02 00:44,2026-01-02 06:25,true,30,unexpected_condition,ENG-TBM-B,TAMP-SR-03,clear,normal,false
BLK-2025-00640,TRL-AJJ-DN,ENG-2025-05683,ENG,,2025-12-29 01:45,425,2025-12-29 02:00,504,2025-12-29 02:01,2025-12-29 09:49,true,-36,none,ENG-TI-B,,clear,monsoon,false
BLK-2026-00641,BBQ-PER-UP_SUB,TRD-2026-01494,TRD,,2026-04-23 01:45,118,2026-04-23 01:30,146,2026-04-23 01:48,2026-04-23 04:15,true,1,none,TRD-MAS-C,OHE-TC-06,clear,normal,false
BLK-2026-00642,PER-ABU-UP,TRD-2026-01061,TRD,,2026-04-06 02:45,174,2026-04-06 02:45,208,2026-04-06 02:48,2026-04-06 05:21,true,-55,none,TRD-MSB-B,OHE-TC-02,clear,normal,false
BLK-2026-00643,MSB-MS-UP_SUB,SNT-2026-01547,SNT,,2026-02-13 02:15,207,2026-02-13 02:15,257,2026-02-13 02:14,2026-02-13 06:01,true,-30,none,SNT-GI-B,,clear,normal,false
BLK-2026-00644,MAS-BBQ-DN_SUB,TRD-2026-01211,TRD,,2026-03-14 01:00,114,2026-03-14 00:45,135,2026-03-14 00:52,2026-03-14 03:16,true,9,none,TRD-AVD-B,OHE-TC-07,clear,normal,false
BLK-2025-00645,ABU-AVD-DN_SUB,ENG-2025-05246,ENG,,2025-11-17 03:00,320,2025-11-17 02:45,377,2025-11-17 02:46,2025-11-17 09:31,true,28,material_delay,ENG-TNP-A,,heavy_rain,monsoon,false
BLK-2026-00646,AVD-TI-UP_SUB,SNT-2026-01414,SNT,,2026-07-28 13:00,203,2026-07-28 12:45,258,2026-07-28 13:01,2026-07-28 16:36,true,-43,none,SNT-AJJ-B,,clear,normal,false
BLK-2026-00647,MAS-BBQ-UP_SUB,ENG-2026-05436,ENG,,2026-09-07 00:00,253,2026-09-06 23:45,306,2026-09-06 23:43,2026-09-07 03:32,true,-77,none,ENG-PV-B,TAMP-SR-05,clear,normal,false
BLK-2026-00648,TKO-AJJ-SINGLE,SNT-2026-01567,SNT,,2026-08-19 01:15,94,2026-08-19 01:30,117,2026-08-19 01:49,2026-08-19 03:30,true,-16,none,SNT-PER-B,,clear,normal,false
BLK-2026-00649,BBQ-PER-DN,ENG-2026-04744,ENG,,2026-06-03 00:00,136,2026-06-02 23:45,170,2026-06-02 23:57,2026-06-03 01:43,true,-64,none,ENG-GPD-B,RGM-SR-01,clear,normal,false
BLK-2026-00650,WJ-CJ-SINGLE,TRD-2026-01876,TRD,,2026-08-24 03:30,124,2026-08-24 03:30,150,,,false,,,TRD-AVD-B,OHE-TC-05,clear,normal,false
BLK-2026-00651,ENR-MJR-UP,ENG-2026-04423,ENG,,2026-06-17 02:45,250,2026-06-17 02:45,307,2026-06-17 02:51,2026-06-17 06:30,true,-88,none,ENG-MBM-B,BCM-SR-01,clear,normal,false
BLK-2026-00652,GI-STM-DN,TRD-2026-01623,TRD,,2026-01-12 03:00,284,2026-01-12 02:45,339,2026-01-12 03:05,2026-01-12 09:13,true,29,unexpected_condition,TRD-TBM-B,OHE-TC-01,clear,normal,false
BLK-2026-00653,TRL-AJJ-UP_SUB,ENG-2026-05647,ENG,,2026-05-04 02:45,349,2026-05-04 02:45,414,2026-05-04 03:00,2026-05-04 11:25,true,91,unexpected_condition,ENG-PER-A,,clear,normal,false
BLK-2026-00654,STM-PV-DN_SUB,TRD-2026-01391,TRD,,2026-04-29 00:00,77,2026-04-29 00:15,89,2026-04-29 00:05,2026-04-29 01:35,true,1,none,TRD-ENR-A,,clear,normal,false
BLK-2026-00655,TRL-AJJ-DN_SUB,TRD-2026-01668,TRD,,2026-05-07 00:30,83,2026-05-07 00:30,101,2026-05-07 00:23,2026-05-07 02:02,true,-2,none,TRD-CGL-A,,rain,normal,false
BLK-2025-00656,MS-MBM-DN,SNT-2025-00922,SNT,,2025-12-16 02:00,118,2025-12-16 02:15,147,2025-12-16 02:32,2025-12-16 04:57,true,-2,none,SNT-MSB-A,,rain,monsoon,false
BLK-2026-00657,WJ-CJ-SINGLE,ENG-2026-05087,ENG,,2026-02-19 11:45,111,2026-02-19 11:45,138,2026-02-19 12:04,2026-02-19 13:55,true,-27,none,ENG-MBM-C,,clear,normal,false
BLK-2026-00658,AVD-TI-DN,ENG-2026-05741,ENG,,2026-06-30 10:45,194,2026-06-30 10:30,236,2026-06-30 10:37,2026-06-30 13:17,true,-76,none,ENG-CJ-A,,clear,normal,false
BLK-2026-00659,TRL-AJJ-DN_SUB,ENG-2026-04426,ENG,,2026-08-31 02:00,315,2026-08-31 02:15,368,2026-08-31 02:06,2026-08-31 07:39,true,-35,none,ENG-MBM-B,BCM-SR-01,clear,normal,false
BLK-2026-00660,TNP-ENR-UP,ENG-2026-05124,ENG,,2026-07-24 02:30,260,2026-07-24 02:15,302,2026-07-24 02:11,2026-07-24 06:40,true,-33,none,ENG-PER-A,,clear,normal,false
BLK-2026-00661,GI-STM-UP,ENG-2026-04023;ENG-2026-05288;SNT-2026-01170,ENG;SNT,MG-2026-0098,2026-06-13 13:45,215,2026-06-13 14:00,261,,,false,,,ENG-TI-B,,clear,normal,true
BLK-2026-00662,ABU-AVD-DN_SUB,SNT-2026-00585,SNT,,2026-03-07 00:15,46,2026-03-07 00:30,54,,,false,,,SNT-MSB-A,,clear,normal,false
BLK-2026-00663,TNP-ENR-DN,SNT-2026-00829,SNT,,2026-03-01 03:45,92,2026-03-01 03:30,110,2026-03-01 03:28,2026-03-01 05:05,true,-13,none,SNT-MS-A,,clear,normal,false
BLK-2025-00664,MAS-BBQ-UP_SUB,TRD-2025-01853,TRD,,2025-10-18 00:30,78,2025-10-18 00:30,99,,,false,,,TRD-MAS-B,OHE-TC-02,rain,monsoon,false
BLK-2026-00665,STM-PV-UP_SUB,ENG-2026-05247,ENG,,2026-02-28 02:30,287,2026-02-28 02:15,356,2026-02-28 02:31,2026-02-28 07:17,true,-70,none,ENG-MAS-C,,rain,normal,false
BLK-2026-00666,PV-TBM-UP_SUB,SNT-2026-01496,SNT,,2026-03-12 03:30,136,2026-03-12 03:30,173,2026-03-12 03:44,2026-03-12 06:03,true,-34,none,SNT-PER-C,,clear,normal,false
BLK-2025-00667,MBM-GI-UP_SUB,TRD-2025-01557,TRD,,2025-10-24 02:15,186,2025-10-24 02:00,234,2025-10-24 02:03,2025-10-24 05:36,true,-21,none,TRD-AVD-C,OHE-TC-05,rain,monsoon,false
BLK-2025-00668,TRL-AJJ-DN,ENG-2025-04798,ENG,,2025-11-09 02:45,500,2025-11-09 03:00,594,2025-11-09 03:03,2025-11-09 11:28,true,-89,none,ENG-TRL-C,,clear,monsoon,false
BLK-2026-00669,BBQ-TNP-UP,SNT-2026-00549;ENG-2026-05158;SNT-2026-00801,ENG;SNT,MG-2026-0099,2026-03-06 03:45,481,2026-03-06 03:45,600,2026-03-06 03:57,2026-03-06 13:41,true,-16,none,ENG-STM-B,TAMP-SR-03,clear,normal,true
BLK-2026-00670,PON-GPD-DN,TRD-2026-01338,TRD,,2026-08-20 02:15,95,2026-08-20 02:15,118,,,false,,,TRD-MSB-A,OHE-TC-01,clear,normal,false
BLK-2025-00671,MAS-BBQ-UP_SUB,ENG-2025-05350,ENG,,2025-11-19 00:15,421,2025-11-19 00:15,529,,,false,,,ENG-ABU-C,,clear,monsoon,false
BLK-2026-00672,TRL-AJJ-DN_SUB,SNT-2025-00940,SNT,,2026-01-19 03:30,94,2026-01-19 03:45,118,2026-01-19 03:38,2026-01-19 05:01,true,-35,none,SNT-AJJ-A,,clear,normal,false
BLK-2026-00673,MSB-MS-UP_SUB,ENG-2026-05222,ENG,,2026-04-30 02:30,250,2026-04-30 02:30,294,2026-04-30 02:30,2026-04-30 06:52,true,-32,none,ENG-MJR-B,TAMP-SR-03,rain,normal,false
BLK-2026-00674,ENR-MJR-DN,ENG-2026-05298,ENG,,2026-09-02 02:00,233,2026-09-02 01:45,275,2026-09-02 01:39,2026-09-02 05:30,true,-44,none,ENG-MSB-A,,clear,normal,false
BLK-2026-00675,ABU-AVD-UP,ENG-2026-04498,ENG,,2026-04-10 00:15,196,2026-04-10 00:00,243,2026-04-10 00:15,2026-04-10 03:41,true,-37,none,ENG-MS-B,RGM-SR-01,clear,normal,false
BLK-2026-00676,PON-GPD-DN,ENG-2026-05290,ENG,,2026-09-02 03:45,264,2026-09-02 03:45,312,2026-09-02 03:47,2026-09-02 08:38,true,-21,none,ENG-TNP-C,,clear,normal,false
BLK-2026-00677,PER-ABU-UP_SUB,TRD-2026-01548,TRD,,2026-04-17 00:30,204,2026-04-17 00:30,250,2026-04-17 00:48,2026-04-17 03:51,true,-67,none,TRD-ENR-C,OHE-TC-01,clear,normal,false
BLK-2026-00678,TNP-ENR-UP,TRD-2026-01695,TRD,,2026-04-11 01:15,98,2026-04-11 01:15,116,2026-04-11 01:34,2026-04-11 03:42,true,12,traffic_hold,TRD-ENR-B,OHE-TC-03,clear,normal,false
BLK-2026-00679,PON-GPD-DN,ENG-2026-05341,ENG,,2026-01-22 01:15,351,2026-01-22 01:30,437,2026-01-22 01:47,2026-01-22 08:32,true,-32,none,ENG-CJ-A,,clear,normal,false
BLK-2026-00680,PER-ABU-DN_SUB,TRD-2026-01046,TRD,,2026-03-07 03:30,209,2026-03-07 03:15,266,2026-03-07 03:25,2026-03-07 06:41,true,-70,none,TRD-AVD-C,OHE-TC-04,clear,normal,false
BLK-2026-00681,MAS-BBQ-UP_SUB,ENG-2026-05309,ENG,,2026-07-06 00:45,194,2026-07-06 00:45,240,2026-07-06 00:56,2026-07-06 04:43,true,-13,none,ENG-MJR-A,,heavy_rain,normal,false
BLK-2026-00682,TI-TRL-DN,TRD-2026-01160,TRD,,2026-06-21 00:30,86,2026-06-21 00:45,100,2026-06-21 00:43,2026-06-21 02:19,true,-4,none,TRD-GI-A,OHE-TC-06,clear,normal,false
BLK-2026-00683,MBM-GI-DN_SUB,ENG-2026-05841,ENG,,2026-05-19 03:30,298,2026-05-19 03:30,376,2026-05-19 03:40,2026-05-19 08:40,true,-76,none,ENG-TI-A,,rain,normal,false
BLK-2026-00684,STM-PV-UP_SUB,ENG-2026-04443,ENG,,2026-03-18 01:00,232,2026-03-18 00:45,283,,,false,,,ENG-TRL-A,,clear,normal,false
BLK-2026-00685,MAS-BBQ-UP_SUB,TRD-2026-01563,TRD,,2026-07-25 00:00,76,2026-07-24 23:45,93,,,false,,,TRD-MSB-A,OHE-TC-07,clear,normal,false
BLK-2025-00686,ABU-AVD-UP_SUB,SNT-2025-01330,SNT,,2025-12-22 03:15,83,2025-12-22 03:00,102,,,false,,,SNT-GPD-A,,rain,monsoon,false
BLK-2026-00687,MSB-MS-UP_SUB,ENG-2026-04628,ENG,,2026-05-29 02:30,211,2026-05-29 02:30,266,2026-05-29 02:42,2026-05-29 06:06,true,-62,none,ENG-GPD-A,,clear,normal,false
BLK-2025-00688,STM-PV-DN,TRD-2025-01436,TRD,,2025-10-18 00:45,118,2025-10-18 00:45,140,2025-10-18 01:01,2025-10-18 03:43,true,22,material_delay,TRD-TBM-A,OHE-TC-02,rain,monsoon,false
BLK-2026-00689,ENR-MJR-DN,SNT-2026-01134,SNT,,2026-06-09 03:00,73,2026-06-09 02:45,92,2026-06-09 02:49,2026-06-09 03:59,true,-22,none,SNT-TNP-A,,clear,normal,false
BLK-2026-00690,PER-ABU-UP,SNT-2025-00953,SNT,,2026-01-14 00:00,102,2026-01-14 00:15,125,2026-01-14 00:31,2026-01-14 01:59,true,-37,none,SNT-PER-A,,clear,normal,false
BLK-2025-00691,MAS-BBQ-UP_SUB,SNT-2025-01458,SNT,,2025-11-06 03:15,64,2025-11-06 03:00,79,2025-11-06 03:05,2025-11-06 04:26,true,2,none,SNT-MAS-A,,heavy_rain,monsoon,false
BLK-2026-00692,TI-TRL-DN_SUB,SNT-2026-00560,SNT,,2026-07-15 01:45,59,2026-07-15 02:00,75,2026-07-15 02:20,2026-07-15 03:34,true,-1,none,SNT-TRL-A,,clear,normal,false
BLK-2026-00693,PER-ABU-DN,ENG-2026-05139,ENG,,2026-09-01 03:15,304,2026-09-01 03:30,360,,,false,,,ENG-MJR-A,,clear,normal,false
BLK-2026-00694,MSB-MS-UP_SUB,ENG-2026-05452,ENG,,2026-03-23 02:45,404,2026-03-23 02:45,504,,,false,,,ENG-MAS-C,,clear,normal,false
BLK-2025-00695,AVD-TI-DN,SNT-2025-00629,SNT,,2025-11-01 00:30,123,2025-11-01 00:30,150,2025-11-01 00:39,2025-11-01 03:00,true,-9,none,SNT-AVD-A,,clear,monsoon,false
BLK-2026-00696,TRL-AJJ-DN_SUB,ENG-2026-05125,ENG,,2026-07-31 01:15,345,2026-07-31 01:15,408,2026-07-31 01:16,2026-07-31 06:59,true,-65,none,ENG-MJR-B,TAMP-SR-05,clear,normal,false
BLK-2026-00697,PON-GPD-DN,ENG-2026-05908;TRD-2026-01822;ENG-2026-05880,ENG;TRD,MG-2026-0100,2026-01-25 00:30,318,2026-01-25 00:45,384,2026-01-25 00:51,2026-01-25 09:04,true,109,crew_short,ENG-AJJ-C,,clear,normal,true
BLK-2026-00698,MS-MBM-DN_SUB,TRD-2026-01774,TRD,,2026-03-24 01:45,174,2026-03-24 01:45,220,2026-03-24 02:03,2026-03-24 05:02,true,-41,none,TRD-ENR-C,OHE-TC-01,clear,normal,false
BLK-2026-00699,STM-PV-UP_SUB,SNT-2026-00501,SNT,,2026-05-26 01:00,253,2026-05-26 01:00,318,2026-05-26 00:53,2026-05-26 05:24,true,-47,none,SNT-GPD-B,,clear,normal,false
BLK-2026-00700,MAS-BBQ-UP_SUB,SNT-2026-00659,SNT,,2026-07-11 01:15,253,2026-07-11 01:00,317,2026-07-11 00:53,2026-07-11 05:36,true,-34,none,SNT-TBM-B,,clear,normal,false
BLK-2025-00701,BBQ-PER-DN_SUB,TRD-2025-01379,TRD,,2025-11-09 01:00,304,2025-11-09 01:00,388,,,false,,,TRD-GI-B,OHE-TC-04,clear,monsoon,false
BLK-2026-00702,MAS-BBQ-UP,ENG-2026-05484,ENG,,2026-06-02 13:30,100,2026-06-02 13:15,124,2026-06-02 13:32,2026-06-02 15:11,true,-25,none,ENG-PER-A,,clear,normal,false
BLK-2026-00703,MSB-MS-UP_SUB,ENG-2026-04364,ENG,,2026-07-28 01:15,378,2026-07-28 01:30,471,2026-07-28 01:40,2026-07-28 07:43,true,-108,none,ENG-ABU-B,,clear,normal,false
BLK-2026-00704,AVD-TI-UP,ENG-2026-04857,ENG,,2026-08-24 00:15,118,2026-08-24 00:00,143,2026-08-24 00:11,2026-08-24 02:24,true,-10,none,ENG-STM-C,USFD-SR-04,clear,normal,false
BLK-2026-00705,TNP-ENR-DN,ENG-2026-04302,ENG,,2026-07-21 10:15,330,2026-07-21 10:15,409,2026-07-21 10:27,2026-07-21 16:41,true,-35,none,ENG-MS-C,,clear,normal,false
BLK-2026-00706,GI-STM-UP_SUB,ENG-2026-05524,ENG,,2026-03-19 02:00,174,2026-03-19 02:15,201,2026-03-19 02:25,2026-03-19 05:57,true,11,traffic_hold,ENG-MS-B,TAMP-SR-05,rain,normal,false
BLK-2025-00707,MBM-GI-UP,SNT-2025-01422,SNT,,2025-10-16 01:30,71,2025-10-16 01:45,82,,,false,,,SNT-STM-A,,clear,monsoon,false
BLK-2025-00708,CGL-WJ-SINGLE,ENG-2025-04863,ENG,,2025-12-28 02:30,347,2025-12-28 02:30,400,2025-12-28 02:32,2025-12-28 09:24,true,12,weather,ENG-TRL-A,,rain,monsoon,false
BLK-2026-00709,TRL-AJJ-DN,ENG-2026-04698,ENG,,2026-06-20 02:45,486,2026-06-20 03:00,560,2026-06-20 02:59,2026-06-20 15:28,true,189,traffic_hold,ENG-TRL-C,,heavy_rain,normal,false
BLK-2026-00710,MS-MBM-DN_SUB,ENG-2026-05347,ENG,,2026-06-10 00:30,173,2026-06-10 00:15,220,2026-06-10 00:17,2026-06-10 03:29,true,-28,none,ENG-TRL-A,,clear,normal,false
BLK-2026-00711,PER-ABU-DN_SUB,ENG-2026-05987,ENG,,2026-05-29 03:45,160,2026-05-29 03:45,189,2026-05-29 03:45,2026-05-29 06:28,true,-26,none,ENG-MBM-A,,clear,normal,false
BLK-2026-00712,MBM-GI-DN_SUB,ENG-2026-04875,ENG,,2026-03-29 03:30,245,2026-03-29 03:30,300,2026-03-29 03:35,2026-03-29 08:46,true,11,traffic_hold,ENG-ENR-B,BCM-SR-01,clear,normal,false
BLK-2025-00713,TRL-AJJ-UP,ENG-2025-04496,ENG,,2025-11-29 00:45,170,2025-11-29 00:45,198,2025-11-29 01:04,2025-11-29 04:02,true,-20,none,ENG-MSB-B,TAMP-SR-05,clear,monsoon,false
BLK-2026-00714,TNP-ENR-DN,ENG-2026-05914,ENG,,2026-05-04 03:45,422,2026-05-04 03:45,500,2026-05-04 03:41,2026-05-04 11:57,true,-4,none,ENG-CGL-B,,clear,normal,false
BLK-2026-00715,TNP-ENR-DN,ENG-2026-05804,ENG,,2026-02-17 01:45,110,2026-02-17 02:00,128,2026-02-17 02:03,2026-02-17 04:13,true,2,none,ENG-MJR-C,USFD-SR-01,heavy_rain,normal,false
BLK-2026-00716,MJR-PON-DN,ENG-2026-04965,ENG,,2026-04-11 00:45,197,2026-04-11 00:45,252,2026-04-11 01:01,2026-04-11 04:38,true,-35,none,ENG-MS-B,TAMP-SR-03,clear,normal,false
BLK-2026-00717,PER-ABU-UP_SUB,ENG-2026-04311;TRD-2025-01647;TRD-2025-01717,ENG;TRD,MG-2026-0101,2026-04-28 01:45,443,2026-04-28 02:00,512,2026-04-28 02:02,2026-04-28 12:02,true,88,weather,ENG-ABU-C,,rain,normal,true
BLK-2025-00718,MSB-MS-UP_SUB,SNT-2025-01373,SNT,,2025-10-31 01:00,52,2025-10-31 01:15,61,2025-10-31 01:21,2025-10-31 02:20,true,-2,none,SNT-MS-A,,clear,monsoon,false
BLK-2025-00719,TRL-AJJ-DN,TRD-2025-01607,TRD,,2025-12-24 01:15,291,2025-12-24 01:15,343,2025-12-24 01:25,2025-12-24 06:43,true,-25,none,TRD-GI-B,OHE-TC-05,rain,monsoon,false
BLK-2026-00720,PER-ABU-DN_SUB,ENG-2026-04585,ENG,,2026-03-16 00:45,330,2026-03-16 00:45,402,2026-03-16 00:57,2026-03-16 08:14,true,35,unexpected_condition,ENG-MS-A,,clear,normal,false
BLK-2026-00721,MAS-BBQ-UP_SUB,SNT-2026-01495,SNT,,2026-04-16 01:30,87,2026-04-16 01:30,109,2026-04-16 01:48,2026-04-16 02:58,true,-39,none,SNT-AVD-A,,clear,normal,false
BLK-2026-00722,TRL-AJJ-DN,ENG-2026-04010;ENG-2026-04885;ENG-2025-04602,ENG,MG-2026-0102,2026-01-25 00:00,385,2026-01-25 00:00,443,2026-01-24 23:56,2026-01-25 09:04,true,105,crew_short,ENG-PER-A,,clear,normal,true
BLK-2026-00723,PON-GPD-UP,ENG-2026-04347,ENG,,2026-02-07 01:00,210,2026-02-07 00:45,265,,,false,,,ENG-MS-B,TAMP-SR-03,clear,normal,false
BLK-2026-00724,TRL-AJJ-DN_SUB,TRD-2025-01682,TRD,,2026-01-18 01:30,201,2026-01-18 01:45,256,2026-01-18 01:56,2026-01-18 05:32,true,-40,none,TRD-TBM-B,OHE-TC-03,clear,normal,false
BLK-2026-00725,TRL-AJJ-DN_SUB,TRD-2026-01541,TRD,,2026-07-13 02:00,83,2026-07-13 02:00,103,2026-07-13 01:55,2026-07-13 03:08,true,-30,none,TRD-ENR-B,,clear,normal,false
BLK-2026-00726,ABU-AVD-UP_SUB,SNT-2025-00844,SNT,,2026-01-22 01:00,46,2026-01-22 01:15,58,,,false,,,SNT-ENR-A,,clear,normal,false
BLK-2026-00727,PV-TBM-UP_SUB,ENG-2026-04877,ENG,,2026-08-31 03:00,258,2026-08-31 03:00,318,,,false,,,ENG-CGL-B,,rain,normal,false
BLK-2026-00728,CJ-TMLP-SINGLE,SNT-2026-01254,SNT,,2026-06-22 03:45,84,2026-06-22 04:00,98,2026-06-22 04:11,2026-06-22 05:38,true,-11,none,SNT-MAS-A,,clear,normal,false
BLK-2026-00729,MS-MBM-DN_SUB,TRD-2026-01197,TRD,,2026-08-06 03:45,215,2026-08-06 03:45,275,,,false,,,TRD-MAS-C,OHE-TC-06,clear,normal,false
BLK-2025-00730,TI-TRL-UP,ENG-2025-05739,ENG,,2025-09-29 03:15,309,2025-09-29 03:15,372,2025-09-29 03:22,2025-09-29 09:30,true,-4,none,ENG-TRL-A,,clear,normal,false
BLK-2026-00731,TRL-AJJ-UP,ENG-2026-05912,ENG,,2026-01-31 00:00,320,2026-01-31 00:00,405,2026-01-31 00:13,2026-01-31 06:35,true,-23,none,ENG-TRL-C,,clear,normal,false
BLK-2025-00732,ENR-MJR-UP,ENG-2025-05004,ENG,,2025-12-20 01:45,270,2025-12-20 01:30,315,2025-12-20 01:47,2025-12-20 05:05,true,-117,none,ENG-MJR-A,,clear,monsoon,false
BLK-2026-00733,STM-PV-DN,ENG-2026-04043;ENG-2026-04973;ENG-2025-04522,ENG,MG-2026-0103,2026-06-16 03:15,297,2026-06-16 03:15,352,2026-06-16 03:33,2026-06-16 08:44,true,-41,none,ENG-CGL-B,,clear,normal,true
BLK-2026-00734,TI-TRL-UP_SUB,ENG-2026-05206,ENG,,2026-07-12 01:15,331,2026-07-12 01:15,397,2026-07-12 01:11,2026-07-12 06:22,true,-86,none,ENG-PER-A,,clear,normal,false
