path_id,train_no,train_type,block_section_id,entry_time,exit_time,days_of_week,priority_class,divertible
P-43166-STMPV-DN_SUB,43166,EMU,STM-PV-DN_SUB,21:04,21:13,1111111,5,false
P-43166-PVTBM-DN_SUB,43166,EMU,PV-TBM-DN_SUB,21:14,21:23,1111111,5,false
P-43167-MSBMS-DN_SUB,43167,EMU,MSB-MS-DN_SUB,20:42,20:48,1111111,5,false
P-43167-MSMBM-DN_SUB,43167,EMU,MS-MBM-DN_SUB,20:49,21:00,1111111,5,false
P-43167-MBMGI-DN_SUB,43167,EMU,MBM-GI-DN_SUB,21:00,21:06,1111111,5,false
P-43167-GISTM-DN_SUB,43167,EMU,GI-STM-DN_SUB,21:06,21:09,1111111,5,false
P-43167-STMPV-DN_SUB,43167,EMU,STM-PV-DN_SUB,21:10,21:19,1111111,5,false
P-43167-PVTBM-DN_SUB,43167,EMU,PV-TBM-DN_SUB,21:20,21:29,1111111,5,false
P-43168-MSBMS-DN_SUB,43168,EMU,MSB-MS-DN_SUB,20:48,20:54,1111111,5,false
P-43168-MSMBM-DN_SUB,43168,EMU,MS-MBM-DN_SUB,20:55,21:06,1111111,5,false
P-43168-MBMGI-DN_SUB,43168,EMU,MBM-GI-DN_SUB,21:06,21:12,1111111,5,false
P-43168-GISTM-DN_SUB,43168,EMU,GI-STM-DN_SUB,21:12,21:15,1111111,5,false
P-43168-STMPV-DN_SUB,43168,EMU,STM-PV-DN_SUB,21:16,21:25,1111111,5,false
P-43168-PVTBM-DN_SUB,43168,EMU,PV-TBM-DN_SUB,21:26,21:35,1111111,5,false
P-43169-MSBMS-DN_SUB,43169,EMU,MSB-MS-DN_SUB,20:54,21:00,1111111,5,false
P-43169-MSMBM-DN_SUB,43169,EMU,MS-MBM-DN_SUB,21:01,21:12,1111111,5,false
P-43169-MBMGI-DN_SUB,43169,EMU,MBM-GI-DN_SUB,21:12,21:18,1111111,5,false
P-43169-GISTM-DN_SUB,43169,EMU,GI-STM-DN_SUB,21:18,21:21,1111111,5,false
P-43169-STMPV-DN_SUB,43169,EMU,STM-PV-DN_SUB,21:22,21:31,1111111,5,false
P-43169-PVTBM-DN_SUB,43169,EMU,PV-TBM-DN_SUB,21:32,21:41,1111111,5,false
P-43170-MSBMS-DN_SUB,43170,EMU,MSB-MS-DN_SUB,21:00,21:06,1111111,5,false
P-43170-MSMBM-DN_SUB,43170,EMU,MS-MBM-DN_SUB,21:07,21:18,1111111,5,false
P-43170-MBMGI-DN_SUB,43170,EMU,MBM-GI-DN_SUB,21:18,21:24,1111111,5,false
P-43170-GISTM-DN_SUB,43170,EMU,GI-STM-DN_SUB,21:24,21:27,1111111,5,false
P-43170-STMPV-DN_SUB,43170,EMU,STM-PV-DN_SUB,21:28,21:37,1111111,5,false
P-43170-PVTBM-DN_SUB,43170,EMU,PV-TBM-DN_SUB,21:38,21:47,1111111,5,false
P-43171-MSBMS-DN_SUB,43171,EMU,MSB-MS-DN_SUB,21:06,21:12,1111111,5,false
P-43171-MSMBM-DN_SUB,43171,EMU,MS-MBM-DN_SUB,21:13,21:24,1111111,5,false
P-43171-MBMGI-DN_SUB,43171,EMU,MBM-GI-DN_SUB,21:24,21:30,1111111,5,false
P-43171-GISTM-DN_SUB,43171,EMU,GI-STM-DN_SUB,21:30,21:33,1111111,5,false
P-43171-STMPV-DN_SUB,43171,EMU,STM-PV-DN_SUB,21:34,21:43,1111111,5,false
P-43171-PVTBM-DN_SUB,43171,EMU,PV-TBM-DN_SUB,21:44,21:53,1111111,5,false
P-43172-MSBMS-DN_SUB,43172,EMU,MSB-MS-DN_SUB,21:12,21:18,1111111,5,false
P-43172-MSMBM-DN_SUB,43172,EMU,MS-MBM-DN_SUB,21:19,21:30,1111111,5,false
P-43172-MBMGI-DN_SUB,43172,EMU,MBM-GI-DN_SUB,21:30,21:36,1111111,5,false
P-43172-GISTM-DN_SUB,43172,EMU,GI-STM-DN_SUB,21:36,21:39,1111111,5,false
P-43172-STMPV-DN_SUB,43172,EMU,STM-PV-DN_SUB,21:40,21:49,1111111,5,false
P-43172-PVTBM-DN_SUB,43172,EMU,PV-TBM-DN_SUB,21:50,21:59,1111111,5,false
P-43173-MSBMS-DN_SUB,43173,EMU,MSB-MS-DN_SUB,21:18,21:24,1111111,5,false
P-43173-MSMBM-DN_SUB,43173,EMU,MS-MBM-DN_SUB,21:25,21:36,1111111,5,false
P-43173-MBMGI-DN_SUB,43173,EMU,MBM-GI-DN_SUB,21:36,21:42,1111111,5,false
P-43173-GISTM-DN_SUB,43173,EMU,GI-STM-DN_SUB,21:42,21:45,1111111,5,false
P-43173-STMPV-DN_SUB,43173,EMU,STM-PV-DN_SUB,21:46,21:55,1111111,5,false
P-43173-PVTBM-DN_SUB,43173,EMU,PV-TBM-DN_SUB,21:56,22:05,1111111,5,false
P-43174-MSBMS-DN_SUB,43174,EMU,MSB-MS-DN_SUB,21:24,21:30,1111111,5,false
P-43174-MSMBM-DN_SUB,43174,EMU,MS-MBM-DN_SUB,21:31,21:42,1111111,5,false
P-43174-MBMGI-DN_SUB,43174,EMU,MBM-GI-DN_SUB,21:42,21:48,1111111,5,false
P-43174-GISTM-DN_SUB,43174,EMU,GI-STM-DN_SUB,21:48,21:51,1111111,5,false
P-43174-STMPV-DN_SUB,43174,EMU,STM-PV-DN_SUB,21:52,22:01,1111111,5,false
P-43174-PVTBM-DN_SUB,43174,EMU,PV-TBM-DN_SUB,22:02,22:11,1111111,5,false
P-43175-MSBMS-DN_SUB,43175,EMU,MSB-MS-DN_SUB,21:30,21:36,1111111,5,false
P-43175-MSMBM-DN_SUB,43175,EMU,MS-MBM-DN_SUB,21:37,21:48,1111111,5,false
P-43175-MBMGI-DN_SUB,43175,EMU,MBM-GI-DN_SUB,21:48,21:54,1111111,5,false
P-43175-GISTM-DN_SUB,43175,EMU,GI-STM-DN_SUB,21:54,21:57,1111111,5,false
P-43175-STMPV-DN_SUB,43175,EMU,STM-PV-DN_SUB,21:58,22:07,1111111,5,false
P-43175-PVTBM-DN_SUB,43175,EMU,PV-TBM-DN_SUB,22:08,22:17,1111111,5,false
P-43176-MSBMS-DN_SUB,43176,EMU,MSB-MS-DN_SUB,21:36,21:42,1111111,5,false
P-43176-MSMBM-DN_SUB,43176,EMU,MS-MBM-DN_SUB,21:43,21:54,1111111,5,false
P-43176-MBMGI-DN_SUB,43176,EMU,MBM-GI-DN_SUB,21:54,22:00,1111111,5,false
P-43176-GISTM-DN_SUB,43176,EMU,GI-STM-DN_SUB,22:00,22:03,1111111,5,false
P-43176-STMPV-DN_SUB,43176,EMU,STM-PV-DN_SUB,22:04,22:13,1111111,5,false
P-43176-PVTBM-DN_SUB,43176,EMU,PV-TBM-DN_SUB,22:14,22:23,1111111,5,false
P-43177-MSBMS-DN_SUB,43177,EMU,MSB-MS-DN_SUB,21:42,21:48,1111111,5,false
P-43177-MSMBM-DN_SUB,43177,EMU,MS-MBM-DN_SUB,21:49,22:00,1111111,5,false
P-43177-MBMGI-DN_SUB,43177,EMU,MBM-GI-DN_SUB,22:00,22:06,1111111,5,false
P-43177-GISTM-DN_SUB,43177,EMU,GI-STM-DN_SUB,22:06,22:09,1111111,5,false
P-43177-STMPV-DN_SUB,43177,EMU,STM-PV-DN_SUB,22:10,22:19,1111111,5,false
P-43177-PVTBM-DN_SUB,43177,EMU,PV-TBM-DN_SUB,22:20,22:29,1111111,5,false
P-43178-MSBMS-DN_SUB,43178,EMU,MSB-MS-DN_SUB,21:48,21:54,1111111,5,false
P-43178-MSMBM-DN_SUB,43178,EMU,MS-MBM-DN_SUB,21:55,22:06,1111111,5,false
P-43178-MBMGI-DN_SUB,43178,EMU,MBM-GI-DN_SUB,22:06,22:12,1111111,5,false
P-43178-GISTM-DN_SUB,43178,EMU,GI-STM-DN_SUB,22:12,22:15,1111111,5,false
P-43178-STMPV-DN_SUB,43178,EMU,STM-PV-DN_SUB,22:16,22:25,1111111,5,false
P-43178-PVTBM-DN_SUB,43178,EMU,PV-TBM-DN_SUB,22:26,22:35,1111111,5,false
P-43179-MSBMS-DN_SUB,43179,EMU,MSB-MS-DN_SUB,21:54,22:00,1111111,5,false
P-43179-MSMBM-DN_SUB,43179,EMU,MS-MBM-DN_SUB,22:01,22:12,1111111,5,false
P-43179-MBMGI-DN_SUB,43179,EMU,MBM-GI-DN_SUB,22:12,22:18,1111111,5,false
P-43179-GISTM-DN_SUB,43179,EMU,GI-STM-DN_SUB,22:18,22:21,1111111,5,false
P-43179-STMPV-DN_SUB,43179,EMU,STM-PV-DN_SUB,22:22,22:31,1111111,5,false
P-43179-PVTBM-DN_SUB,43179,EMU,PV-TBM-DN_SUB,22:32,22:41,1111111,5,false
P-43180-MSBMS-DN_SUB,43180,EMU,MSB-MS-DN_SUB,22:00,22:06,1111111,5,false
P-43180-MSMBM-DN_SUB,43180,EMU,MS-MBM-DN_SUB,22:07,22:18,1111111,5,false
P-43180-MBMGI-DN_SUB,43180,EMU,MBM-GI-DN_SUB,22:18,22:24,1111111,5,false
P-43180-GISTM-DN_SUB,43180,EMU,GI-STM-DN_SUB,22:24,22:27,1111111,5,false
P-43180-STMPV-DN_SUB,43180,EMU,STM-PV-DN_SUB,22:28,22:37,1111111,5,false
P-43180-PVTBM-DN_SUB,43180,EMU,PV-TBM-DN_SUB,22:38,22:47,1111111,5,false
P-43181-MSBMS-DN_SUB,43181,EMU,MSB-MS-DN_SUB,22:06,22:12,1111111,5,false
P-43181-MSMBM-DN_SUB,43181,EMU,MS-MBM-DN_SUB,22:13,22:24,1111111,5,false
P-43181-MBMGI-DN_SUB,43181,EMU,MBM-GI-DN_SUB,22:24,22:30,1111111,5,false
P-43181-GISTM-DN_SUB,43181,EMU,GI-STM-DN_SUB,22:30,22:33,1111111,5,false
P-43181-STMPV-DN_SUB,43181,EMU,STM-PV-DN_SUB,22:34,22:43,1111111,5,false
P-43181-PVTBM-DN_SUB,43181,EMU,PV-TBM-DN_SUB,22:44,22:53,1111111,5,false
P-43182-MSBMS-DN_SUB,43182,EMU,MSB-MS-DN_SUB,22:12,22:18,1111111,5,false
P-43182-MSMBM-DN_SUB,43182,EMU,MS-MBM-DN_SUB,22:19,22:30,1111111,5,false
P-43182-MBMGI-DN_SUB,43182,EMU,MBM-GI-DN_SUB,22:30,22:36,1111111,5,false
P-43182-GISTM-DN_SUB,43182,EMU,GI-STM-DN_SUB,22:36,22:39,1111111,5,false
P-43182-STMPV-DN_SUB,43182,EMU,STM-PV-DN_SUB,22:40,22:49,1111111,5,false
P-43182-PVTBM-DN_SUB,43182,EMU,PV-TBM-DN_SUB,22:50,22:59,1111111,5,false
P-43183-MSBMS-DN_SUB,43183,EMU,MSB-MS-DN_SUB,22:18,22:24,1111111,5,false
P-43183-MSMBM-DN_SUB,43183,EMU,MS-MBM-DN_SUB,22:25,22:36,1111111,5,false
P-43183-MBMGI-DN_SUB,43183,EMU,MBM-GI-DN_SUB,22:36,22:42,1111111,5,false
P-43183-GISTM-DN_SUB,43183,EMU,GI-STM-DN_SUB,22:42,22:45,1111111,5,false
P-43183-STMPV-DN_SUB,43183,EMU,STM-PV-DN_SUB,22:46,22:55,1111111,5,false
P-43183-PVTBM-DN_SUB,43183,EMU,PV-TBM-DN_SUB,22:56,23:05,1111111,5,false
P-43184-MSBMS-DN_SUB,43184,EMU,MSB-MS-DN_SUB,22:24,22:30,1111111,5,false
P-43184-MSMBM-DN_SUB,43184,EMU,MS-MBM-DN_SUB,22:31,22:42,1111111,5,false
P-43184-MBMGI-DN_SUB,43184,EMU,MBM-GI-DN_SUB,22:42,22:48,1111111,5,false
P-43184-GISTM-DN_SUB,43184,EMU,GI-STM-DN_SUB,22:48,22:51,1111111,5,false
P-43184-STMPV-DN_SUB,43184,EMU,STM-PV-DN_SUB,22:52,23:01,1111111,5,false
P-43184-PVTBM-DN_SUB,43184,EMU,PV-TBM-DN_SUB,23:02,23:11,1111111,5,false
P-43185-MSBMS-DN_SUB,43185,EMU,MSB-MS-DN_SUB,22:30,22:36,1111111,5,false
P-43185-MSMBM-DN_SUB,43185,EMU,MS-MBM-DN_SUB,22:37,22:48,1111111,5,false
P-43185-MBMGI-DN_SUB,43185,EMU,MBM-GI-DN_SUB,22:48,22:54,1111111,5,false
P-43185-GISTM-DN_SUB,43185,EMU,GI-STM-DN_SUB,22:54,22:57,1111111,5,false
P-43185-STMPV-DN_SUB,43185,EMU,STM-PV-DN_SUB,22:58,23:07,1111111,5,false
P-43185-PVTBM-DN_SUB,43185,EMU,PV-TBM-DN_SUB,23:08,23:17,1111111,5,false
P-43186-MSBMS-DN_SUB,43186,EMU,MSB-MS-DN_SUB,22:36,22:42,1111111,5,false
P-43186-MSMBM-DN_SUB,43186,EMU,MS-MBM-DN_SUB,22:43,22:54,1111111,5,false
P-43186-MBMGI-DN_SUB,43186,EMU,MBM-GI-DN_SUB,22:54,23:00,1111111,5,false
P-43186-GISTM-DN_SUB,43186,EMU,GI-STM-DN_SUB,23:00,23:03,1111111,5,false
P-43186-STMPV-DN_SUB,43186,EMU,STM-PV-DN_SUB,23:04,23:13,1111111,5,false
P-43186-PVTBM-DN_SUB,43186,EMU,PV-TBM-DN_SUB,23:14,23:23,1111111,5,false
P-43187-MSBMS-DN_SUB,43187,EMU,MSB-MS-DN_SUB,22:42,22:48,1111111,5,false
P-43187-MSMBM-DN_SUB,43187,EMU,MS-MBM-DN_SUB,22:49,23:00,1111111,5,false
P-43187-MBMGI-DN_SUB,43187,EMU,MBM-GI-DN_SUB,23:00,23:06,1111111,5,false
P-43187-GISTM-DN_SUB,43187,EMU,GI-STM-DN_SUB,23:06,23:09,1111111,5,false
P-43187-STMPV-DN_SUB,43187,EMU,STM-PV-DN_SUB,23:10,23:19,1111111,5,false
P-43187-PVTBM-DN_SUB,43187,EMU,PV-TBM-DN_SUB,23:20,23:29,1111111,5,false
P-43188-MSBMS-DN_SUB,43188,EMU,MSB-MS-DN_SUB,22:48,22:54,1111111,5,false
P-43188-MSMBM-DN_SUB,43188,EMU,MS-MBM-DN_SUB,22:55,23:06,1111111,5,false
P-43188-MBMGI-DN_SUB,43188,EMU,MBM-GI-DN_SUB,23:06,23:12,1111111,5,false
P-43188-GISTM-DN_SUB,43188,EMU,GI-STM-DN_SUB,23:12,23:15,1111111,5,false
P-43188-STMPV-DN_SUB,43188,EMU,STM-PV-DN_SUB,23:16,23:25,1111111,5,false
P-43188-PVTBM-DN_SUB,43188,EMU,PV-TBM-DN_SUB,23:26,23:35,1111111,5,false
P-43189-MSBMS-DN_SUB,43189,EMU,MSB-MS-DN_SUB,22:54,23:00,1111111,5,false
P-43189-MSMBM-DN_SUB,43189,EMU,MS-MBM-DN_SUB,23:01,23:12,1111111,5,false
P-43189-MBMGI-DN_SUB,43189,EMU,MBM-GI-DN_SUB,23:12,23:18,1111111,5,false
P-43189-GISTM-DN_SUB,43189,EMU,GI-STM-DN_SUB,23:18,23:21,1111111,5,false
P-43189-STMPV-DN_SUB,43189,EMU,STM-PV-DN_SUB,23:22,23:31,1111111,5,false
P-43189-PVTBM-DN_SUB,43189,EMU,PV-TBM-DN_SUB,23:32,23:41,1111111,5,false
P-43190-MSBMS-DN_SUB,43190,EMU,MSB-MS-DN_SUB,23:00,23:06,1111111,5,false
P-43190-MSMBM-DN_SUB,43190,EMU,MS-MBM-DN_SUB,23:07,23:18,1111111,5,false
P-43190-MBMGI-DN_SUB,43190,EMU,MBM-GI-DN_SUB,23:18,23:24,1111111,5,false
P-43190-GISTM-DN_SUB,43190,EMU,GI-STM-DN_SUB,23:24,23:27,1111111,5,false
P-43190-STMPV-DN_SUB,43190,EMU,STM-PV-DN_SUB,23:28,23:37,1111111,5,false
P-43190-PVTBM-DN_SUB,43190,EMU,PV-TBM-DN_SUB,23:38,23:47,1111111,5,false
P-43191-MSBMS-DN_SUB,43191,EMU,MSB-MS-DN_SUB,23:06,23:12,1111111,5,false
P-43191-MSMBM-DN_SUB,43191,EMU,MS-MBM-DN_SUB,23:13,23:24,1111111,5,false
P-43191-MBMGI-DN_SUB,43191,EMU,MBM-GI-DN_SUB,23:24,23:30,1111111,5,false
P-43191-GISTM-DN_SUB,43191,EMU,GI-STM-DN_SUB,23:30,23:33,1111111,5,false
P-43191-STMPV-DN_SUB,43191,EMU,STM-PV-DN_SUB,23:34,23:43,1111111,5,false
P-43191-PVTBM-DN_SUB,43191,EMU,PV-TBM-DN_SUB,23:44,23:53,1111111,5,false
P-43192-MSBMS-DN_SUB,43192,EMU,MSB-MS-DN_SUB,23:12,23:18,1111111,5,false
P-43192-MSMBM-DN_SUB,43192,EMU,MS-MBM-DN_SUB,23:19,23:30,1111111,5,false
P-43192-MBMGI-DN_SUB,43192,EMU,MBM-GI-DN_SUB,23:30,23:36,1111111,5,false
P-43192-GISTM-DN_SUB,43192,EMU,GI-STM-DN_SUB,23:36,23:39,1111111,5,false
P-43192-STMPV-DN_SUB,43192,EMU,STM-PV-DN_SUB,23:40,23:49,1111111,5,false
P-43192-PVTBM-DN_SUB,43192,EMU,PV-TBM-DN_SUB,23:50,23:59,1111111,5,false
P-43193-MSBMS-DN_SUB,43193,EMU,MSB-MS-DN_SUB,23:18,23:24,1111111,5,false
P-43193-MSMBM-DN_SUB,43193,EMU,MS-MBM-DN_SUB,23:25,23:36,1111111,5,false
P-43193-MBMGI-DN_SUB,43193,EMU,MBM-GI-DN_SUB,23:36,23:42,1111111,5,false
P-43193-GISTM-DN_SUB,43193,EMU,GI-STM-DN_SUB,23:42,23:45,1111111,5,false
P-43193-STMPV-DN_SUB,43193,EMU,STM-PV-DN_SUB,23:46,23:55,1111111,5,false
P-43193-PVTBM-DN_SUB,43193,EMU,PV-TBM-DN_SUB,23:56,00:05,1111111,5,false
P-43194-MSBMS-DN_SUB,43194,EMU,MSB-MS-DN_SUB,23:24,23:30,1111111,5,false
P-43194-MSMBM-DN_SUB,43194,EMU,MS-MBM-DN_SUB,23:31,23:42,1111111,5,false
P-43194-MBMGI-DN_SUB,43194,EMU,MBM-GI-DN_SUB,23:42,23:48,1111111,5,false
P-43194-GISTM-DN_SUB,43194,EMU,GI-STM-DN_SUB,23:48,23:51,1111111,5,false
P-43194-STMPV-DN_SUB,43194,EMU,STM-PV-DN_SUB,23:52,00:01,1111111,5,false
P-43194-PVTBM-DN_SUB,43194,EMU,PV-TBM-DN_SUB,00:02,00:11,1111111,5,false
P-43195-MSBMS-DN_SUB,43195,EMU,MSB-MS-DN_SUB,23:30,23:36,1111111,5,false
P-43195-MSMBM-DN_SUB,43195,EMU,MS-MBM-DN_SUB,23:37,23:48,1111111,5,false
P-43195-MBMGI-DN_SUB,43195,EMU,MBM-GI-DN_SUB,23:48,23:54,1111111,5,false
P-43195-GISTM-DN_SUB,43195,EMU,GI-STM-DN_SUB,23:54,23:57,1111111,5,false
P-43195-STMPV-DN_SUB,43195,EMU,STM-PV-DN_SUB,23:58,00:07,1111111,5,false
P-43195-PVTBM-DN_SUB,43195,EMU,PV-TBM-DN_SUB,00:08,00:17,1111111,5,false
P-43500-PVTBM-UP_SUB,43500,EMU,PV-TBM-UP_SUB,04:00,04:09,1111111,5,false
P-43500-STMPV-UP_SUB,43500,EMU,STM-PV-UP_SUB,04:10,04:19,1111111,5,false
P-43500-GISTM-UP_SUB,43500,EMU,GI-STM-UP_SUB,04:19,04:22,1111111,5,false
P-43500-MBMGI-UP_SUB,43500,EMU,MBM-GI-UP_SUB,04:23,04:29,1111111,5,false
P-43500-MSMBM-UP_SUB,43500,EMU,MS-MBM-UP_SUB,04:29,04:40,1111111,5,false
P-43500-MSBMS-UP_SUB,43500,EMU,MSB-MS-UP_SUB,04:40,04:47,1111111,5,false
P-43501-PVTBM-UP_SUB,43501,EMU,PV-TBM-UP_SUB,04:06,04:15,1111111,5,false
P-43501-STMPV-UP_SUB,43501,EMU,STM-PV-UP_SUB,04:16,04:25,1111111,5,false
P-43501-GISTM-UP_SUB,43501,EMU,GI-STM-UP_SUB,04:25,04:28,1111111,5,false
P-43501-MBMGI-UP_SUB,43501,EMU,MBM-GI-UP_SUB,04:29,04:35,1111111,5,false
P-43501-MSMBM-UP_SUB,43501,EMU,MS-MBM-UP_SUB,04:35,04:46,1111111,5,false
P-43501-MSBMS-UP_SUB,43501,EMU,MSB-MS-UP_SUB,04:46,04:53,1111111,5,false
P-43502-PVTBM-UP_SUB,43502,EMU,PV-TBM-UP_SUB,04:12,04:21,1111111,5,false
P-43502-STMPV-UP_SUB,43502,EMU,STM-PV-UP_SUB,04:22,04:31,1111111,5,false
P-43502-GISTM-UP_SUB,43502,EMU,GI-STM-UP_SUB,04:31,04:34,1111111,5,false
P-43502-MBMGI-UP_SUB,43502,EMU,MBM-GI-UP_SUB,04:35,04:41,1111111,5,false
P-43502-MSMBM-UP_SUB,43502,EMU,MS-MBM-UP_SUB,04:41,04:52,1111111,5,false
P-43502-MSBMS-UP_SUB,43502,EMU,MSB-MS-UP_SUB,04:52,04:59,1111111,5,false
P-43503-PVTBM-UP_SUB,43503,EMU,PV-TBM-UP_SUB,04:18,04:27,1111111,5,false
P-43503-STMPV-UP_SUB,43503,EMU,STM-PV-UP_SUB,04:28,04:37,1111111,5,false
P-43503-GISTM-UP_SUB,43503,EMU,GI-STM-UP_SUB,04:37,04:40,1111111,5,false
P-43503-MBMGI-UP_SUB,43503,EMU,MBM-GI-UP_SUB,04:41,04:47,1111111,5,false
P-43503-MSMBM-UP_SUB,43503,EMU,MS-MBM-UP_SUB,04:47,04:58,1111111,5,false
P-43503-MSBMS-UP_SUB,43503,EMU,MSB-MS-UP_SUB,04:58,05:05,1111111,5,false
P-43504-PVTBM-UP_SUB,43504,EMU,PV-TBM-UP_SUB,04:24,04:33,1111111,5,false
P-43504-STMPV-UP_SUB,43504,EMU,STM-PV-UP_SUB,04:34,04:43,1111111,5,false
P-43504-GISTM-UP_SUB,43504,EMU,GI-STM-UP_SUB,04:43,04:46,1111111,5,false
P-43504-MBMGI-UP_SUB,43504,EMU,MBM-GI-UP_SUB,04:47,04:53,1111111,5,false
P-43504-MSMBM-UP_SUB,43504,EMU,MS-MBM-UP_SUB,04:53,05:04,1111111,5,false
P-43504-MSBMS-UP_SUB,43504,EMU,MSB-MS-UP_SUB,05:04,05:11,1111111,5,false
P-43505-PVTBM-UP_SUB,43505,EMU,PV-TBM-UP_SUB,04:30,04:39,1111111,5,false
P-43505-STMPV-UP_SUB,43505,EMU,STM-PV-UP_SUB,04:40,04:49,1111111,5,false
P-43505-GISTM-UP_SUB,43505,EMU,GI-STM-UP_SUB,04:49,04:52,1111111,5,false
P-43505-MBMGI-UP_SUB,43505,EMU,MBM-GI-UP_SUB,04:53,04:59,1111111,5,false
P-43505-MSMBM-UP_SUB,43505,EMU,MS-MBM-UP_SUB,04:59,05:10,1111111,5,false
P-43505-MSBMS-UP_SUB,43505,EMU,MSB-MS-UP_SUB,05:10,05:17,1111111,5,false
P-43506-PVTBM-UP_SUB,43506,EMU,PV-TBM-UP_SUB,04:36,04:45,1111111,5,false
P-43506-STMPV-UP_SUB,43506,EMU,STM-PV-UP_SUB,04:46,04:55,1111111,5,false
P-43506-GISTM-UP_SUB,43506,EMU,GI-STM-UP_SUB,04:55,04:58,1111111,5,false
P-43506-MBMGI-UP_SUB,43506,EMU,MBM-GI-UP_SUB,04:59,05:05,1111111,5,false
P-43506-MSMBM-UP_SUB,43506,EMU,MS-MBM-UP_SUB,05:05,05:16,1111111,5,false
P-43506-MSBMS-UP_SUB,43506,EMU,MSB-MS-UP_SUB,05:16,05:23,1111111,5,false
P-43507-PVTBM-UP_SUB,43507,EMU,PV-TBM-UP_SUB,04:42,04:51,1111111,5,false
P-43507-STMPV-UP_SUB,43507,EMU,STM-PV-UP_SUB,04:52,05:01,1111111,5,false
P-43507-GISTM-UP_SUB,43507,EMU,GI-STM-UP_SUB,05:01,05:04,1111111,5,false
P-43507-MBMGI-UP_SUB,43507,EMU,MBM-GI-UP_SUB,05:05,05:11,1111111,5,false
P-43507-MSMBM-UP_SUB,43507,EMU,MS-MBM-UP_SUB,05:11,05:22,1111111,5,false
P-43507-MSBMS-UP_SUB,43507,EMU,MSB-MS-UP_SUB,05:22,05:29,1111111,5,false
P-43508-PVTBM-UP_SUB,43508,EMU,PV-TBM-UP_SUB,04:48,04:57,1111111,5,false
P-43508-STMPV-UP_SUB,43508,EMU,STM-PV-UP_SUB,04:58,05:07,1111111,5,false
P-43508-GISTM-UP_SUB,43508,EMU,GI-STM-UP_SUB,05:07,05:10,1111111,5,false
P-43508-MBMGI-UP_SUB,43508,EMU,MBM-GI-UP_SUB,05:11,05:17,1111111,5,false
P-43508-MSMBM-UP_SUB,43508,EMU,MS-MBM-UP_SUB,05:17,05:28,1111111,5,false
P-43508-MSBMS-UP_SUB,43508,EMU,MSB-MS-UP_SUB,05:28,05:35,1111111,5,false
P-43509-PVTBM-UP_SUB,43509,EMU,PV-TBM-UP_SUB,04:54,05:03,1111111,5,false
P-43509-STMPV-UP_SUB,43509,EMU,STM-PV-UP_SUB,05:04,05:13,1111111,5,false
P-43509-GISTM-UP_SUB,43509,EMU,GI-STM-UP_SUB,05:13,05:16,1111111,5,false
P-43509-MBMGI-UP_SUB,43509,EMU,MBM-GI-UP_SUB,05:17,05:23,1111111,5,false
P-43509-MSMBM-UP_SUB,43509,EMU,MS-MBM-UP_SUB,05:23,05:34,1111111,5,false
P-43509-MSBMS-UP_SUB,43509,EMU,MSB-MS-UP_SUB,05:34,05:41,1111111,5,false
P-43510-PVTBM-UP_SUB,43510,EMU,PV-TBM-UP_SUB,05:00,05:09,1111111,5,false
P-43510-STMPV-UP_SUB,43510,EMU,STM-PV-UP_SUB,05:10,05:19,1111111,5,false
P-43510-GISTM-UP_SUB,43510,EMU,GI-STM-UP_SUB,05:19,05:22,1111111,5,false
P-43510-MBMGI-UP_SUB,43510,EMU,MBM-GI-UP_SUB,05:23,05:29,1111111,5,false
P-43510-MSMBM-UP_SUB,43510,EMU,MS-MBM-UP_SUB,05:29,05:40,1111111,5,false
P-43510-MSBMS-UP_SUB,43510,EMU,MSB-MS-UP_SUB,05:40,05:47,1111111,5,false
P-43511-PVTBM-UP_SUB,43511,EMU,PV-TBM-UP_SUB,05:06,05:15,1111111,5,false
P-43511-STMPV-UP_SUB,43511,EMU,STM-PV-UP_SUB,05:16,05:25,1111111,5,false
P-43511-GISTM-UP_SUB,43511,EMU,GI-STM-UP_SUB,05:25,05:28,1111111,5,false
P-43511-MBMGI-UP_SUB,43511,EMU,MBM-GI-UP_SUB,05:29,05:35,1111111,5,false
P-43511-MSMBM-UP_SUB,43511,EMU,MS-MBM-UP_SUB,05:35,05:46,1111111,5,false
P-43511-MSBMS-UP_SUB,43511,EMU,MSB-MS-UP_SUB,05:46,05:53,1111111,5,false
P-43512-PVTBM-UP_SUB,43512,EMU,PV-TBM-UP_SUB,05:12,05:21,1111111,5,false
P-43512-STMPV-UP_SUB,43512,EMU,STM-PV-UP_SUB,05:22,05:31,1111111,5,false
P-43512-GISTM-UP_SUB,43512,EMU,GI-STM-UP_SUB,05:31,05:34,1111111,5,false
P-43512-MBMGI-UP_SUB,43512,EMU,MBM-GI-UP_SUB,05:35,05:41,1111111,5,false
P-43512-MSMBM-UP_SUB,43512,EMU,MS-MBM-UP_SUB,05:41,05:52,1111111,5,false
P-43512-MSBMS-UP_SUB,43512,EMU,MSB-MS-UP_SUB,05:52,05:59,1111111,5,false
P-43513-PVTBM-UP_SUB,43513,EMU,PV-TBM-UP_SUB,05:18,05:27,1111111,5,false
P-43513-STMPV-UP_SUB,43513,EMU,STM-PV-UP_SUB,05:28,05:37,1111111,5,false
