forecast_date,block_section_id,time_band,expected_rakes,confidence
2026-09-12,BBQ-PER-UP,06-12,1,0.68
2026-09-12,BBQ-PER-UP,12-18,1,0.70
2026-09-12,BBQ-PER-UP,18-24,3,0.80
2026-09-12,BBQ-TNP-DN,00-06,6,0.87
2026-09-12,BBQ-TNP-DN,06-12,2,0.70
2026-09-12,BBQ-TNP-DN,12-18,3,0.73
2026-09-12,BBQ-TNP-DN,18-24,5,0.81
2026-09-12,BBQ-TNP-UP,00-06,6,0.88
2026-09-12,BBQ-TNP-UP,06-12,2,0.67
2026-09-12,BBQ-TNP-UP,12-18,4,0.77
2026-09-12,BBQ-TNP-UP,18-24,6,0.80
2026-09-12,ENR-MJR-DN,00-06,6,0.86
2026-09-12,ENR-MJR-DN,06-12,2,0.64
2026-09-12,ENR-MJR-DN,12-18,4,0.76
2026-09-12,ENR-MJR-DN,18-24,5,0.84
2026-09-12,ENR-MJR-UP,00-06,5,0.88
2026-09-12,ENR-MJR-UP,06-12,2,0.61
2026-09-12,ENR-MJR-UP,12-18,4,0.70
2026-09-12,ENR-MJR-UP,18-24,5,0.85
2026-09-12,MAS-BBQ-DN,00-06,3,0.89
2026-09-12,MAS-BBQ-DN,06-12,1,0.61
2026-09-12,MAS-BBQ-DN,12-18,1,0.75
2026-09-12,MAS-BBQ-DN,18-24,3,0.80
2026-09-12,MAS-BBQ-UP,00-06,3,0.83
2026-09-12,MAS-BBQ-UP,06-12,1,0.65
2026-09-12,MAS-BBQ-UP,12-18,2,0.73
2026-09-12,MAS-BBQ-UP,18-24,2,0.79
2026-09-12,MJR-PON-DN,00-06,4,0.81
2026-09-12,MJR-PON-DN,06-12,1,0.65
2026-09-12,MJR-PON-DN,12-18,2,0.69
2026-09-12,MJR-PON-DN,18-24,4,0.85
2026-09-12,MJR-PON-UP,00-06,4,0.87
2026-09-12,MJR-PON-UP,06-12,1,0.63
2026-09-12,MJR-PON-UP,12-18,2,0.69
2026-09-12,MJR-PON-UP,18-24,3,0.78
2026-09-12,PER-ABU-DN,00-06,3,0.89
2026-09-12,PER-ABU-DN,06-12,1,0.64
2026-09-12,PER-ABU-DN,12-18,2,0.69
2026-09-12,PER-ABU-DN,18-24,2,0.85
2026-09-12,PER-ABU-UP,00-06,2,0.87
2026-09-12,PER-ABU-UP,06-12,1,0.61
2026-09-12,PER-ABU-UP,12-18,2,0.71
2026-09-12,PER-ABU-UP,18-24,2,0.79
2026-09-12,PON-GPD-DN,00-06,4,0.86
2026-09-12,PON-GPD-DN,06-12,1,0.67
2026-09-12,PON-GPD-DN,12-18,2,0.70
2026-09-12,PON-GPD-DN,18-24,3,0.83
2026-09-12,PON-GPD-UP,00-06,3,0.84
2026-09-12,PON-GPD-UP,06-12,1,0.67
2026-09-12,PON-GPD-UP,12-18,2,0.72
2026-09-12,PON-GPD-UP,18-24,3,0.83
2026-09-12,TI-TRL-DN,00-06,3,0.88
2026-09-12,TI-TRL-DN,06-12,1,0.68
2026-09-12,TI-TRL-DN,12-18,1,0.75
2026-09-12,TI-TRL-DN,18-24,2,0.87
2026-09-12,TI-TRL-UP,00-06,3,0.90
2026-09-12,TI-TRL-UP,06-12,1,0.66
2026-09-12,TI-TRL-UP,12-18,2,0.75
2026-09-12,TI-TRL-UP,18-24,2,0.81
2026-09-12,TNP-ENR-DN,00-06,5,0.86
2026-09-12,TNP-ENR-DN,06-12,2,0.62
2026-09-12,TNP-ENR-DN,12-18,3,0.73
2026-09-12,TNP-ENR-DN,18-24,6,0.79
2026-09-12,TNP-ENR-UP,00-06,6,0.87
2026-09-12,TNP-ENR-UP,06-12,2,0.62
2026-09-12,TNP-ENR-UP,12-18,4,0.72
2026-09-12,TNP-ENR-UP,18-24,5,0.81
2026-09-12,TRL-AJJ-DN,00-06,2,0.85
2026-09-12,TRL-AJJ-DN,06-12,1,0.68
2026-09-12,TRL-AJJ-DN,12-18,2,0.73
2026-09-12,TRL-AJJ-DN,18-24,3,0.79
2026-09-12,TRL-AJJ-UP,00-06,3,0.84
2026-09-12,TRL-AJJ-UP,06-12,1,0.68
2026-09-12,TRL-AJJ-UP,12-18,2,0.77
2026-09-12,TRL-AJJ-UP,18-24,2,0.78
2026-09-13,ABU-AVD-DN,00-06,3,0.81
2026-09-13,ABU-AVD-DN,06-12,1,0.70
2026-09-13,ABU-AVD-DN,12-18,1,0.78
2026-09-13,ABU-AVD-DN,18-24,2,0.86
2026-09-13,ABU-AVD-UP,00-06,3,0.89
2026-09-13,ABU-AVD-UP,06-12,1,0.66
2026-09-13,ABU-AVD-UP,12-18,1,0.69
2026-09-13,ABU-AVD-UP,18-24,3,0.82
2026-09-13,AVD-TI-DN,00-06,2,0.82
2026-09-13,AVD-TI-DN,06-12,1,0.61
2026-09-13,AVD-TI-DN,12-18,1,0.73
2026-09-13,AVD-TI-DN,18-24,2,0.81
2026-09-13,AVD-TI-UP,00-06,3,0.88
2026-09-13,AVD-TI-UP,06-12,1,0.64
2026-09-13,AVD-TI-UP,12-18,1,0.70
2026-09-13,AVD-TI-UP,18-24,2,0.85
2026-09-13,BBQ-PER-DN,00-06,3,0.81
2026-09-13,BBQ-PER-DN,06-12,1,0.68
2026-09-13,BBQ-PER-DN,12-18,1,0.70
2026-09-13,BBQ-PER-DN,18-24,2,0.80
2026-09-13,BBQ-PER-UP,00-06,3,0.87
2026-09-13,BBQ-PER-UP,06-12,1,0.63
2026-09-13,BBQ-PER-UP,12-18,1,0.76
2026-09-13,BBQ-PER-UP,18-24,2,0.80
2026-09-13,BBQ-TNP-DN,00-06,6,0.86
2026-09-13,BBQ-TNP-DN,06-12,2,0.62
2026-09-13,BBQ-TNP-DN,12-18,4,0.74
2026-09-13,BBQ-TNP-DN,18-24,5,0.79
2026-09-13,BBQ-TNP-UP,00-06,5,0.82
2026-09-13,BBQ-TNP-UP,06-12,2,0.70
2026-09-13,BBQ-TNP-UP,12-18,4,0.69
2026-09-13,BBQ-TNP-UP,18-24,5,0.82
2026-09-13,ENR-MJR-DN,00-06,5,0.89
2026-09-13,ENR-MJR-DN,06-12,2,0.65
2026-09-13,ENR-MJR-DN,12-18,4,0.72
2026-09-13,ENR-MJR-DN,18-24,5,0.84
2026-09-13,ENR-MJR-UP,00-06,5,0.83
2026-09-13,ENR-MJR-UP,06-12,2,0.69
2026-09-13,ENR-MJR-UP,12-18,4,0.73
2026-09-13,ENR-MJR-UP,18-24,4,0.86
2026-09-13,MAS-BBQ-DN,00-06,3,0.88
2026-09-13,MAS-BBQ-DN,06-12,1,0.65
2026-09-13,MAS-BBQ-DN,12-18,2,0.77
2026-09-13,MAS-BBQ-DN,18-24,3,0.79
2026-09-13,MAS-BBQ-UP,00-06,3,0.90
2026-09-13,MAS-BBQ-UP,06-12,1,0.66
2026-09-13,MAS-BBQ-UP,12-18,1,0.73
2026-09-13,MAS-BBQ-UP,18-24,2,0.79
2026-09-13,MJR-PON-DN,00-06,4,0.85
2026-09-13,MJR-PON-DN,06-12,1,0.69
2026-09-13,MJR-PON-DN,12-18,2,0.77
2026-09-13,MJR-PON-DN,18-24,3,0.80
2026-09-13,MJR-PON-UP,00-06,3,0.85
2026-09-13,MJR-PON-UP,06-12,1,0.61
2026-09-13,MJR-PON-UP,12-18,2,0.76
2026-09-13,MJR-PON-UP,18-24,4,0.81
2026-09-13,PER-ABU-DN,00-06,3,0.88
2026-09-13,PER-ABU-DN,06-12,1,0.63
2026-09-13,PER-ABU-DN,12-18,2,0.69
2026-09-13,PER-ABU-DN,18-24,3,0.78
2026-09-13,PER-ABU-UP,00-06,3,0.85
2026-09-13,PER-ABU-UP,06-12,1,0.68
2026-09-13,PER-ABU-UP,12-18,2,0.74
2026-09-13,PER-ABU-UP,18-24,3,0.78
2026-09-13,PON-GPD-DN,00-06,4,0.85
2026-09-13,PON-GPD-DN,06-12,1,0.68
2026-09-13,PON-GPD-DN,12-18,2,0.75
2026-09-13,PON-GPD-DN,18-24,2,0.83
2026-09-13,PON-GPD-UP,00-06,3,0.82
2026-09-13,PON-GPD-UP,06-12,1,0.65
2026-09-13,PON-GPD-UP,12-18,2,0.68
2026-09-13,PON-GPD-UP,18-24,3,0.79
2026-09-13,TI-TRL-DN,00-06,2,0.84
2026-09-13,TI-TRL-DN,06-12,1,0.68
2026-09-13,TI-TRL-DN,12-18,2,0.69
2026-09-13,TI-TRL-DN,18-24,2,0.84
2026-09-13,TI-TRL-UP,00-06,2,0.82
2026-09-13,TI-TRL-UP,06-12,1,0.64
2026-09-13,TI-TRL-UP,12-18,1,0.71
2026-09-13,TI-TRL-UP,18-24,2,0.83
2026-09-13,TNP-ENR-DN,00-06,7,0.85
2026-09-13,TNP-ENR-DN,06-12,2,0.65
2026-09-13,TNP-ENR-DN,12-18,4,0.75
2026-09-13,TNP-ENR-DN,18-24,5,0.83
2026-09-13,TNP-ENR-UP,00-06,5,0.90
2026-09-13,TNP-ENR-UP,06-12,3,0.61
2026-09-13,TNP-ENR-UP,12-18,3,0.68
2026-09-13,TNP-ENR-UP,18-24,6,0.79
2026-09-13,TRL-AJJ-DN,00-06,2,0.87
2026-09-13,TRL-AJJ-DN,06-12,1,0.63
2026-09-13,TRL-AJJ-DN,12-18,1,0.69
2026-09-13,TRL-AJJ-DN,18-24,3,0.84
2026-09-13,TRL-AJJ-UP,00-06,3,0.81
2026-09-13,TRL-AJJ-UP,06-12,1,0.63
2026-09-13,TRL-AJJ-UP,12-18,2,0.73
2026-09-13,TRL-AJJ-UP,18-24,3,0.81
2026-09-14,ABU-AVD-DN,00-06,3,0.80
2026-09-14,ABU-AVD-DN,06-12,1,0.70
2026-09-14,ABU-AVD-DN,12-18,2,0.76
2026-09-14,ABU-AVD-DN,18-24,3,0.82
2026-09-14,ABU-AVD-UP,00-06,3,0.87
2026-09-14,ABU-AVD-UP,06-12,1,0.70
2026-09-14,ABU-AVD-UP,12-18,2,0.72
2026-09-14,ABU-AVD-UP,18-24,3,0.77
2026-09-14,AVD-TI-DN,00-06,2,0.88
2026-09-14,AVD-TI-DN,06-12,1,0.66
2026-09-14,AVD-TI-DN,12-18,2,0.77
2026-09-14,AVD-TI-DN,18-24,2,0.78
2026-09-14,AVD-TI-UP,00-06,3,0.87
2026-09-14,AVD-TI-UP,06-12,1,0.62
2026-09-14,AVD-TI-UP,12-18,2,0.75
2026-09-14,AVD-TI-UP,18-24,3,0.81
2026-09-14,BBQ-PER-DN,00-06,3,0.85
2026-09-14,BBQ-PER-DN,06-12,1,0.69
2026-09-14,BBQ-PER-DN,12-18,2,0.75
2026-09-14,BBQ-PER-DN,18-24,2,0.84
2026-09-14,BBQ-PER-UP,00-06,2,0.84
2026-09-14,BBQ-PER-UP,06-12,1,0.70
2026-09-14,BBQ-PER-UP,12-18,2,0.69
2026-09-14,BBQ-PER-UP,18-24,3,0.84
2026-09-14,BBQ-TNP-DN,00-06,7,0.82
2026-09-14,BBQ-TNP-DN,06-12,3,0.65
2026-09-14,BBQ-TNP-DN,12-18,4,0.75
2026-09-14,BBQ-TNP-DN,18-24,7,0.81
2026-09-14,BBQ-TNP-UP,00-06,7,0.80
2026-09-14,BBQ-TNP-UP,06-12,3,0.68
2026-09-14,BBQ-TNP-UP,12-18,4,0.74
2026-09-14,BBQ-TNP-UP,18-24,7,0.86
2026-09-14,ENR-MJR-DN,00-06,5,0.87
2026-09-14,ENR-MJR-DN,06-12,2,0.62
2026-09-14,ENR-MJR-DN,12-18,5,0.72
2026-09-14,ENR-MJR-DN,18-24,6,0.85
2026-09-14,ENR-MJR-UP,00-06,8,0.84
2026-09-14,ENR-MJR-UP,06-12,3,0.63
2026-09-14,ENR-MJR-UP,12-18,4,0.72
2026-09-14,ENR-MJR-UP,18-24,7,0.81
2026-09-14,MAS-BBQ-DN,00-06,3,0.86
2026-09-14,MAS-BBQ-DN,06-12,1,0.68
2026-09-14,MAS-BBQ-DN,12-18,2,0.68
2026-09-14,MAS-BBQ-DN,18-24,3,0.80
2026-09-14,MAS-BBQ-UP,00-06,3,0.88
2026-09-14,MAS-BBQ-UP,06-12,1,0.61
2026-09-14,MAS-BBQ-UP,12-18,2,0.71
2026-09-14,MAS-BBQ-UP,18-24,3,0.80
2026-09-14,MJR-PON-DN,00-06,4,0.87
2026-09-14,MJR-PON-DN,06-12,2,0.63
2026-09-14,MJR-PON-DN,12-18,2,0.73
2026-09-14,MJR-PON-DN,18-24,4,0.87
2026-09-14,MJR-PON-UP,00-06,3,0.83
2026-09-14,MJR-PON-UP,06-12,2,0.61
2026-09-14,MJR-PON-UP,12-18,2,0.70
2026-09-14,MJR-PON-UP,18-24,4,0.77
2026-09-14,PER-ABU-DN,00-06,3,0.82
2026-09-14,PER-ABU-DN,06-12,1,0.65
2026-09-14,PER-ABU-DN,12-18,2,0.68
2026-09-14,PER-ABU-DN,18-24,3,0.83
2026-09-14,PER-ABU-UP,00-06,3,0.80
2026-09-14,PER-ABU-UP,06-12,1,0.66
2026-09-14,PER-ABU-UP,12-18,2,0.77
2026-09-14,PER-ABU-UP,18-24,3,0.79
2026-09-14,PON-GPD-DN,00-06,4,0.87
2026-09-14,PON-GPD-DN,06-12,2,0.63
2026-09-14,PON-GPD-DN,12-18,2,0.74
2026-09-14,PON-GPD-DN,18-24,4,0.85
2026-09-14,PON-GPD-UP,00-06,4,0.83
2026-09-14,PON-GPD-UP,06-12,1,0.63
2026-09-14,PON-GPD-UP,12-18,3,0.76
2026-09-14,PON-GPD-UP,18-24,3,0.81
2026-09-14,TI-TRL-DN,00-06,2,0.88
2026-09-14,TI-TRL-DN,06-12,1,0.65
2026-09-14,TI-TRL-DN,12-18,2,0.76
2026-09-14,TI-TRL-DN,18-24,2,0.82
2026-09-14,TI-TRL-UP,00-06,3,0.84
2026-09-14,TI-TRL-UP,06-12,1,0.63
2026-09-14,TI-TRL-UP,12-18,2,0.75
2026-09-14,TI-TRL-UP,18-24,3,0.78
2026-09-14,TNP-ENR-DN,00-06,6,0.81
2026-09-14,TNP-ENR-DN,06-12,3,0.63
2026-09-14,TNP-ENR-DN,12-18,4,0.76
2026-09-14,TNP-ENR-DN,18-24,8,0.86
2026-09-14,TNP-ENR-UP,00-06,7,0.82
2026-09-14,TNP-ENR-UP,06-12,3,0.62
2026-09-14,TNP-ENR-UP,12-18,5,0.69
2026-09-14,TNP-ENR-UP,18-24,7,0.87
2026-09-14,TRL-AJJ-DN,00-06,3,0.84
2026-09-14,TRL-AJJ-DN,06-12,1,0.61
2026-09-14,TRL-AJJ-DN,12-18,2,0.77
2026-09-14,TRL-AJJ-DN,18-24,3,0.82
2026-09-14,TRL-AJJ-UP,00-06,3,0.83
2026-09-14,TRL-AJJ-UP,06-12,1,0.69
2026-09-14,TRL-AJJ-UP,12-18,2,0.72
2026-09-14,TRL-AJJ-UP,18-24,2,0.84
2026-09-15,ABU-AVD-DN,00-06,2,0.83
2026-09-15,ABU-AVD-DN,06-12,1,0.68
2026-09-15,ABU-AVD-DN,12-18,2,0.70
2026-09-15,ABU-AVD-DN,18-24,2,0.77
2026-09-15,ABU-AVD-UP,00-06,2,0.80
2026-09-15,ABU-AVD-UP,06-12,1,0.63
2026-09-15,ABU-AVD-UP,12-18,2,0.70
2026-09-15,ABU-AVD-UP,18-24,3,0.86
2026-09-15,AVD-TI-DN,00-06,3,0.88
2026-09-15,AVD-TI-DN,06-12,1,0.65
2026-09-15,AVD-TI-DN,12-18,2,0.72
2026-09-15,AVD-TI-DN,18-24,2,0.82
2026-09-15,AVD-TI-UP,00-06,3,0.89
2026-09-15,AVD-TI-UP,06-12,1,0.70
2026-09-15,AVD-TI-UP,12-18,2,0.73
2026-09-15,AVD-TI-UP,18-24,2,0.83
2026-09-15,BBQ-PER-DN,00-06,3,0.89
2026-09-15,BBQ-PER-DN,06-12,1,0.63
2026-09-15,BBQ-PER-DN,12-18,1,0.74
2026-09-15,BBQ-PER-DN,18-24,3,0.80
2026-09-15,BBQ-PER-UP,00-06,3,0.80
2026-09-15,BBQ-PER-UP,06-12,1,0.65
2026-09-15,BBQ-PER-UP,12-18,1,0.71
2026-09-15,BBQ-PER-UP,18-24,2,0.80
2026-09-15,BBQ-TNP-DN,00-06,6,0.81
2026-09-15,BBQ-TNP-DN,06-12,2,0.69
2026-09-15,BBQ-TNP-DN,12-18,3,0.78
2026-09-15,BBQ-TNP-DN,18-24,5,0.83
2026-09-15,BBQ-TNP-UP,00-06,6,0.85
2026-09-15,BBQ-TNP-UP,06-12,3,0.65
2026-09-15,BBQ-TNP-UP,12-18,4,0.72
2026-09-15,BBQ-TNP-UP,18-24,6,0.85
2026-09-15,ENR-MJR-DN,00-06,8,0.89
2026-09-15,ENR-MJR-DN,06-12,2,0.66
2026-09-15,ENR-MJR-DN,12-18,5,0.72
2026-09-15,ENR-MJR-DN,18-24,7,0.83
2026-09-15,ENR-MJR-UP,00-06,7,0.83
2026-09-15,ENR-MJR-UP,06-12,2,0.62
2026-09-15,ENR-MJR-UP,12-18,5,0.75
2026-09-15,ENR-MJR-UP,18-24,6,0.81
2026-09-15,MAS-BBQ-DN,00-06,2,0.83
2026-09-15,MAS-BBQ-DN,06-12,1,0.65
2026-09-15,MAS-BBQ-DN,12-18,2,0.68
2026-09-15,MAS-BBQ-DN,18-24,2,0.81
2026-09-15,MAS-BBQ-UP,00-06,3,0.86
2026-09-15,MAS-BBQ-UP,06-12,1,0.70
2026-09-15,MAS-BBQ-UP,12-18,1,0.75
2026-09-15,MAS-BBQ-UP,18-24,3,0.79
2026-09-15,MJR-PON-DN,00-06,5,0.87
2026-09-15,MJR-PON-DN,06-12,1,0.64
2026-09-15,MJR-PON-DN,12-18,2,0.75
2026-09-15,MJR-PON-DN,18-24,3,0.86
2026-09-15,MJR-PON-UP,00-06,3,0.86
2026-09-15,MJR-PON-UP,06-12,1,0.62
2026-09-15,MJR-PON-UP,12-18,2,0.69
2026-09-15,MJR-PON-UP,18-24,3,0.80
2026-09-15,PER-ABU-DN,00-06,3,0.89
2026-09-15,PER-ABU-DN,06-12,1,0.69
2026-09-15,PER-ABU-DN,12-18,2,0.75
2026-09-15,PER-ABU-DN,18-24,3,0.87
2026-09-15,PER-ABU-UP,00-06,3,0.81
2026-09-15,PER-ABU-UP,06-12,1,0.70
2026-09-15,PER-ABU-UP,12-18,2,0.71
2026-09-15,PER-ABU-UP,18-24,3,0.79
2026-09-15,PON-GPD-DN,00-06,4,0.84
2026-09-15,PON-GPD-DN,06-12,1,0.65
2026-09-15,PON-GPD-DN,12-18,2,0.70
2026-09-15,PON-GPD-DN,18-24,4,0.86
2026-09-15,PON-GPD-UP,00-06,4,0.82
2026-09-15,PON-GPD-UP,06-12,2,0.69
2026-09-15,PON-GPD-UP,12-18,3,0.76
2026-09-15,PON-GPD-UP,18-24,4,0.78
2026-09-15,TI-TRL-DN,00-06,3,0.84
2026-09-15,TI-TRL-DN,06-12,1,0.64
2026-09-15,TI-TRL-DN,12-18,2,0.76
2026-09-15,TI-TRL-DN,18-24,2,0.79
2026-09-15,TI-TRL-UP,00-06,3,0.84
2026-09-15,TI-TRL-UP,06-12,1,0.70
2026-09-15,TI-TRL-UP,12-18,1,0.74
2026-09-15,TI-TRL-UP,18-24,2,0.82
2026-09-15,TNP-ENR-DN,00-06,6,0.86
2026-09-15,TNP-ENR-DN,06-12,2,0.65
2026-09-15,TNP-ENR-DN,12-18,4,0.70
2026-09-15,TNP-ENR-DN,18-24,6,0.87
2026-09-15,TNP-ENR-UP,00-06,7,0.81
2026-09-15,TNP-ENR-UP,06-12,3,0.61
2026-09-15,TNP-ENR-UP,12-18,4,0.73
2026-09-15,TNP-ENR-UP,18-24,5,0.86
2026-09-15,TRL-AJJ-DN,00-06,3,0.84
2026-09-15,TRL-AJJ-DN,06-12,1,0.69
2026-09-15,TRL-AJJ-DN,12-18,2,0.69
2026-09-15,TRL-AJJ-DN,18-24,3,0.81
2026-09-15,TRL-AJJ-UP,00-06,3,0.89
2026-09-15,TRL-AJJ-UP,06-12,1,0.63
2026-09-15,TRL-AJJ-UP,12-18,2,0.70
2026-09-15,TRL-AJJ-UP,18-24,2,0.85
2026-09-16,ABU-AVD-DN,00-06,3,0.84
2026-09-16,ABU-AVD-DN,06-12,1,0.69
2026-09-16,ABU-AVD-DN,12-18,2,0.69
2026-09-16,ABU-AVD-DN,18-24,3,0.87
2026-09-16,ABU-AVD-UP,00-06,3,0.90
2026-09-16,ABU-AVD-UP,06-12,1,0.69
2026-09-16,ABU-AVD-UP,12-18,2,0.73
2026-09-16,ABU-AVD-UP,18-24,2,0.83
2026-09-16,AVD-TI-DN,00-06,3,0.86
2026-09-16,AVD-TI-DN,06-12,1,0.61
2026-09-16,AVD-TI-DN,12-18,2,0.75
2026-09-16,AVD-TI-DN,18-24,2,0.82
2026-09-16,AVD-TI-UP,00-06,3,0.82
2026-09-16,AVD-TI-UP,06-12,1,0.70
2026-09-16,AVD-TI-UP,12-18,1,0.76
2026-09-16,AVD-TI-UP,18-24,3,0.84
2026-09-16,BBQ-PER-DN,00-06,3,0.86
2026-09-16,BBQ-PER-DN,06-12,1,0.65
2026-09-16,BBQ-PER-DN,12-18,2,0.69
2026-09-16,BBQ-PER-DN,18-24,3,0.84
2026-09-16,BBQ-PER-UP,00-06,3,0.83
2026-09-16,BBQ-PER-UP,06-12,1,0.70
2026-09-16,BBQ-PER-UP,12-18,2,0.73
2026-09-16,BBQ-PER-UP,18-24,3,0.83
2026-09-16,BBQ-TNP-DN,00-06,8,0.86
2026-09-16,BBQ-TNP-DN,06-12,3,0.61
2026-09-16,BBQ-TNP-DN,12-18,5,0.69
2026-09-16,BBQ-TNP-DN,18-24,7,0.80
2026-09-16,BBQ-TNP-UP,00-06,8,0.81
2026-09-16,BBQ-TNP-UP,06-12,2,0.69
2026-09-16,BBQ-TNP-UP,12-18,4,0.78
2026-09-16,BBQ-TNP-UP,18-24,6,0.81
2026-09-16,ENR-MJR-DN,00-06,8,0.87
2026-09-16,ENR-MJR-DN,06-12,3,0.64
2026-09-16,ENR-MJR-DN,12-18,4,0.77
2026-09-16,ENR-MJR-DN,18-24,5,0.86
2026-09-16,ENR-MJR-UP,00-06,7,0.82
2026-09-16,ENR-MJR-UP,06-12,2,0.67
2026-09-16,ENR-MJR-UP,12-18,5,0.68
2026-09-16,ENR-MJR-UP,18-24,7,0.79
2026-09-16,MAS-BBQ-DN,00-06,2,0.83
2026-09-16,MAS-BBQ-DN,06-12,1,0.69
2026-09-16,MAS-BBQ-DN,12-18,2,0.76
2026-09-16,MAS-BBQ-DN,18-24,2,0.83
2026-09-16,MAS-BBQ-UP,00-06,3,0.81
2026-09-16,MAS-BBQ-UP,06-12,1,0.67
2026-09-16,MAS-BBQ-UP,12-18,2,0.68
2026-09-16,MAS-BBQ-UP,18-24,3,0.80
2026-09-16,MJR-PON-DN,00-06,5,0.81
2026-09-16,MJR-PON-DN,06-12,1,0.64
2026-09-16,MJR-PON-DN,12-18,2,0.68
2026-09-16,MJR-PON-DN,18-24,4,0.79
2026-09-16,MJR-PON-UP,00-06,5,0.84
2026-09-16,MJR-PON-UP,06-12,1,0.66
2026-09-16,MJR-PON-UP,12-18,2,0.77
2026-09-16,MJR-PON-UP,18-24,4,0.77
2026-09-16,PER-ABU-DN,00-06,3,0.86
2026-09-16,PER-ABU-DN,06-12,1,0.65
2026-09-16,PER-ABU-DN,12-18,1,0.69
2026-09-16,PER-ABU-DN,18-24,2,0.81
2026-09-16,PER-ABU-UP,00-06,3,0.85
2026-09-16,PER-ABU-UP,06-12,1,0.70
2026-09-16,PER-ABU-UP,12-18,2,0.70
2026-09-16,PER-ABU-UP,18-24,2,0.85
2026-09-16,PON-GPD-DN,00-06,5,0.84
2026-09-16,PON-GPD-DN,06-12,2,0.62
2026-09-16,PON-GPD-DN,12-18,3,0.77
2026-09-16,PON-GPD-DN,18-24,3,0.86
2026-09-16,PON-GPD-UP,00-06,4,0.88
2026-09-16,PON-GPD-UP,06-12,1,0.62
2026-09-16,PON-GPD-UP,12-18,2,0.75
2026-09-16,PON-GPD-UP,18-24,3,0.83
2026-09-16,TI-TRL-DN,00-06,3,0.85
2026-09-16,TI-TRL-DN,06-12,1,0.61
2026-09-16,TI-TRL-DN,12-18,2,0.70
2026-09-16,TI-TRL-DN,18-24,3,0.87
2026-09-16,TI-TRL-UP,00-06,3,0.88
2026-09-16,TI-TRL-UP,06-12,1,0.65
2026-09-16,TI-TRL-UP,12-18,1,0.76
2026-09-16,TI-TRL-UP,18-24,3,0.87
2026-09-16,TNP-ENR-DN,00-06,6,0.85
2026-09-16,TNP-ENR-DN,06-12,3,0.62
2026-09-16,TNP-ENR-DN,12-18,5,0.78
2026-09-16,TNP-ENR-DN,18-24,6,0.85
2026-09-16,TNP-ENR-UP,00-06,8,0.81
2026-09-16,TNP-ENR-UP,06-12,2,0.69
2026-09-16,TNP-ENR-UP,12-18,5,0.72
2026-09-16,TNP-ENR-UP,18-24,7,0.87
2026-09-16,TRL-AJJ-DN,00-06,2,0.85
2026-09-16,TRL-AJJ-DN,06-12,1,0.61
2026-09-16,TRL-AJJ-DN,12-18,1,0.77
2026-09-16,TRL-AJJ-DN,18-24,2,0.78
2026-09-16,TRL-AJJ-UP,00-06,3,0.84
2026-09-16,TRL-AJJ-UP,06-12,1,0.62
2026-09-16,TRL-AJJ-UP,12-18,2,0.69
2026-09-16,TRL-AJJ-UP,18-24,2,0.82
2026-09-17,ABU-AVD-DN,00-06,3,0.82
2026-09-17,ABU-AVD-DN,06-12,1,0.66
2026-09-17,ABU-AVD-DN,12-18,2,0.72
2026-09-17,ABU-AVD-DN,18-24,3,0.84
2026-09-17,ABU-AVD-UP,00-06,3,0.89
2026-09-17,ABU-AVD-UP,06-12,1,0.64
2026-09-17,ABU-AVD-UP,12-18,2,0.77
2026-09-17,ABU-AVD-UP,18-24,3,0.81
2026-09-17,AVD-TI-DN,00-06,3,0.86
2026-09-17,AVD-TI-DN,06-12,1,0.62
2026-09-17,AVD-TI-DN,12-18,2,0.77
2026-09-17,AVD-TI-DN,18-24,3,0.79
2026-09-17,AVD-TI-UP,00-06,3,0.84
2026-09-17,AVD-TI-UP,06-12,1,0.62
2026-09-17,AVD-TI-UP,12-18,2,0.75
2026-09-17,AVD-TI-UP,18-24,3,0.85
2026-09-17,BBQ-PER-DN,00-06,2,0.90
2026-09-17,BBQ-PER-DN,06-12,1,0.69
2026-09-17,BBQ-PER-DN,12-18,2,0.77
2026-09-17,BBQ-PER-DN,18-24,3,0.83
2026-09-17,BBQ-PER-UP,00-06,3,0.82
2026-09-17,BBQ-PER-UP,06-12,1,0.63
2026-09-17,BBQ-PER-UP,12-18,1,0.72
2026-09-17,BBQ-PER-UP,18-24,3,0.87
2026-09-17,BBQ-TNP-DN,00-06,9,0.88
2026-09-17,BBQ-TNP-DN,06-12,3,0.69
2026-09-17,BBQ-TNP-DN,12-18,3,0.74
2026-09-17,BBQ-TNP-DN,18-24,6,0.81
2026-09-17,BBQ-TNP-UP,00-06,7,0.90
2026-09-17,BBQ-TNP-UP,06-12,2,0.64
2026-09-17,BBQ-TNP-UP,12-18,4,0.74
2026-09-17,BBQ-TNP-UP,18-24,7,0.82
2026-09-17,ENR-MJR-DN,00-06,7,0.86
2026-09-17,ENR-MJR-DN,06-12,3,0.64
2026-09-17,ENR-MJR-DN,12-18,4,0.70
2026-09-17,ENR-MJR-DN,18-24,5,0.84
2026-09-17,ENR-MJR-UP,00-06,8,0.82
2026-09-17,ENR-MJR-UP,06-12,2,0.63
2026-09-17,ENR-MJR-UP,12-18,3,0.70
2026-09-17,ENR-MJR-UP,18-24,5,0.84
2026-09-17,MAS-BBQ-DN,00-06,4,0.89
2026-09-17,MAS-BBQ-DN,06-12,1,0.64
