task_id,source_system,source_ref,department,task_type_id,asset_id,location_kind,block_section_id,station_code,start_km,end_km,line_id,origin,raised_date,days_pending,severity,deadline,safety_critical,access_required,requested_duration_min,crew_required,machine_required,materials_ready,season_restricted,night_permitted,status
ENG-2025-04353,TMS,TMS-04353,ENG,ENG-SLEEPER-RENEWAL,SL-MJRPON-02,edge,MJR-PON-DN,,32.82,33.32,DN,defect,2025-11-11,271,minor,,false,traffic_block,395,18,none,true,true,true,done
SNT-2025-00683,SMMS,SMMS-00683,SNT,SNT-SIGNAL-LAMP,SG-TITRL-07,edge,TI-TRL-DN_SUB,,31.70,31.80,DN_SUB,routine,2025-09-07,64,major,2025-11-24,false,none,44,2,none,true,false,true,done
TRD-2025-01175,TDMS,TDMS-01175,TRD,TRD-OHE-INSULATOR,INS-PONGPD-02,edge,PON-GPD-DN,,44.64,44.74,DN,defect,2025-09-11,337,critical,2025-10-02,true,power_block,110,4,OHE_tower_car,true,true,true,done
ENG-2026-04354,TMS,TMS-04354,ENG,ENG-TURNOUT-TAMP,TO-MAS-14,node,,MAS,0.00,0.00,,routine,2026-07-18,51,minor,,false,traffic_block,136,9,tamper,true,true,true,scheduled
SNT-2026-00684,SMMS,SMMS-00684,SNT,SNT-TRACK-CIRCUIT,TC-TRLAJJ-43,edge,TRL-AJJ-UP_SUB,,53.25,53.75,UP_SUB,overdue,2026-08-11,25,minor,,false,disconnection,125,3,none,true,true,true,done
TRD-2025-01176,TDMS,TDMS-01176,TRD,TRD-OHE-WIRE-RENEW,CW-AVDTI-01,edge,AVD-TI-DN,,23.92,24.92,DN,defect,2025-09-20,202,major,,false,power_block,230,10,OHE_tower_car,true,true,true,done
ENG-2026-04355,TMS,TMS-04355,ENG,ENG-CURVE-REALIGN,BL-ABUAVD-02,edge,ABU-AVD-DN,,17.99,18.79,DN,overdue,2026-04-28,4,major,,false,traffic_block,246,11,tamper,true,true,true,deferred
TRD-2025-01177,TDMS,TDMS-01177,TRD,TRD-OHE-MAST,MST-MSMBM-09,edge,MS-MBM-UP,,4.47,4.67,UP,proactive,2025-09-22,127,minor,2026-01-10,false,power_block,203,8,OHE_tower_car,true,true,true,done
ENG-2026-04356,TMS,TMS-04356,ENG,ENG-CURVE-REALIGN,BL-ENRMJR-07,edge,ENR-MJR-UP,,21.80,22.60,UP,overdue,2026-05-24,37,major,,false,traffic_block,237,11,tamper,true,true,true,done
SNT-2026-00685,SMMS,SMMS-00685,SNT,SNT-SIGNAL-LAMP,SG-TNPENR-04,edge,TNP-ENR-DN,,7.26,7.36,DN,proactive,2026-02-18,145,major,,false,none,53,2,none,false,false,true,done
TRD-2026-01178,TDMS,TDMS-01178,TRD,TRD-OHE-MAST,MST-TRLAJJ-03,edge,TRL-AJJ-DN,,62.02,62.22,DN,routine,2026-02-20,35,major,2026-03-31,false,power_block,131,6,OHE_tower_car,true,true,true,done
SNT-2026-00686,SMMS,SMMS-00686,SNT,SNT-TRACK-CIRCUIT,TC-GISTM-04,edge,GI-STM-UP_SUB,,15.48,15.98,UP_SUB,overdue,2026-09-06,1,major,,false,disconnection,122,3,none,true,true,true,scheduled
SNT-2026-00687,SMMS,SMMS-00687,SNT,SNT-AXLE-COUNTER,AC-MBMGI-02,edge,MBM-GI-DN_SUB,,11.88,12.18,DN_SUB,overdue,2026-07-15,54,major,2026-09-12,false,disconnection,99,3,none,true,true,true,in_progress
ENG-2026-04357,TMS,TMS-04357,ENG,ENG-TURNOUT-TAMP,TO-PER-06,node,,PER,5.00,5.00,,overdue,2026-03-15,6,major,2026-06-20,false,traffic_block,240,8,tamper,true,true,true,done
ENG-2026-04358,TMS,TMS-04358,ENG,ENG-TURNOUT-OVERHAUL,TO-MSB-11,node,,MSB,0.00,0.00,,overdue,2026-09-02,5,minor,2026-12-01,false,traffic_block,419,13,none,true,true,true,pending
TRD-2026-01179,TDMS,TDMS-01179,TRD,TRD-OHE-WIRE-RENEW,CW-TRLAJJ-20,edge,TRL-AJJ-UP,,51.09,52.09,UP,defect,2026-07-19,9,minor,,false,power_block,397,9,OHE_tower_car,false,true,true,done
ENG-2025-04359,TMS,TMS-04359,ENG,ENG-BRIDGE-INSP,BR-PERABU-01,edge,PER-ABU-DN,,12.19,12.29,DN,routine,2025-11-18,243,minor,,false,traffic_block,75,4,none,true,true,false,done
ENG-2026-04360,TMS,TMS-04360,ENG,ENG-BALLAST-REGULATE,BL-MJRPON-06,edge,MJR-PON-UP,,29.90,31.90,UP,overdue,2026-06-30,69,major,,false,traffic_block,153,4,ballast_regulator,true,true,true,done
ENG-2026-04361,TMS,TMS-04361,ENG,ENG-RAIL-WELD,RL-TITRL-22,edge,TI-TRL-UP,,40.06,41.06,UP,defect,2026-08-23,15,3,,false,traffic_block,243,6,none,true,false,true,scheduled
ENG-2026-04362,TMS,TMS-04362,ENG,ENG-TAMPING,BL-PONGPD-05,edge,PON-GPD-UP,,40.22,42.22,UP,emergency_followup,2026-04-24,34,major,,false,traffic_block,277,10,tamper,true,true,true,deferred
ENG-2026-04363,TMS,TMS-04363,ENG,ENG-RAIL-WELD,RL-PVTBM-14,edge,PV-TBM-UP_SUB,,24.15,25.15,UP_SUB,defect,2026-07-20,39,3,,false,traffic_block,257,8,none,false,false,true,done
ENG-2026-04364,TMS,TMS-04364,ENG,ENG-SLEEPER-RENEWAL,SL-MSBMS-08,edge,MSB-MS-UP_SUB,,1.09,1.59,UP_SUB,defect,2026-07-10,58,major,,false,traffic_block,378,21,none,false,true,true,done
SNT-2026-00688,SMMS,SMMS-00688,SNT,SNT-TRACK-CIRCUIT,TC-GISTM-04,edge,GI-STM-UP_SUB,,15.48,15.98,UP_SUB,routine,2026-08-08,12,minor,,false,disconnection,126,4,none,true,true,true,done
SNT-2025-00689,SMMS,SMMS-00689,SNT,SNT-POINT-REPLACE,PT-PER-05,node,,PER,5.00,5.00,,defect,2025-12-18,165,major,,false,disconnection,164,5,none,true,false,true,done
ENG-2026-04365,TMS,TMS-04365,ENG,ENG-SLEEPER-RENEWAL,SL-PONGPD-02,edge,PON-GPD-DN,,40.11,40.61,DN,defect,2026-06-06,86,minor,,false,traffic_block,343,20,none,true,true,true,done
TRD-2026-01180,TDMS,TDMS-01180,TRD,TRD-OHE-MAST,MST-TITRL-14,edge,TI-TRL-UP,,35.01,35.21,UP,routine,2026-04-15,84,critical,2026-05-11,true,power_block,193,6,OHE_tower_car,false,true,true,done
ENG-2026-04366,TMS,TMS-04366,ENG,ENG-RAIL-GRIND,RL-AVDTI-01,edge,AVD-TI-DN,,23.44,26.44,DN,routine,2026-02-18,15,2,2026-04-23,false,traffic_block,241,5,rail_grinder,false,false,true,done
ENG-2025-04367,TMS,TMS-04367,ENG,ENG-RAIL-WELD,RL-BBQTNP-04,edge,BBQ-TNP-UP,,2.74,3.74,UP,emergency_followup,2025-11-27,65,2,,false,traffic_block,214,6,none,true,false,true,done
ENG-2025-04368,TMS,TMS-04368,ENG,ENG-BALLAST-REGULATE,BL-TKOAJJ-02,edge,TKO-AJJ-SINGLE,,119.91,121.91,SINGLE,overdue,2025-10-11,190,major,,false,traffic_block,132,4,ballast_regulator,true,true,true,done
SNT-2025-00690,SMMS,SMMS-00690,SNT,SNT-POINT-REPLACE,PT-AJJ-01,node,,AJJ,69.00,69.00,,proactive,2025-09-19,314,minor,2025-12-20,false,disconnection,138,4,none,true,false,true,done
ENG-2026-04369,TMS,TMS-04369,ENG,ENG-SLEEPER-RENEWAL,SL-PERABU-10,edge,PER-ABU-UP,,7.15,7.65,UP,defect,2026-05-04,82,minor,,false,traffic_block,383,20,none,true,true,true,done
ENG-2025-04370,TMS,TMS-04370,ENG,ENG-TRACK-PATROL,,edge,TI-TRL-DN,,30.13,32.13,DN,overdue,2025-11-12,136,minor,,false,none,98,2,none,true,false,false,done
ENG-2026-04371,TMS,TMS-04371,ENG,ENG-SLEEPER-RENEWAL,SL-PONGPD-07,edge,PON-GPD-UP,,43.57,44.07,UP,defect,2026-03-28,17,minor,,false,traffic_block,318,19,none,true,true,true,done
ENG-2026-04372,TMS,TMS-04372,ENG,ENG-SLEEPER-RENEWAL,SL-AVDTI-04,edge,AVD-TI-DN_SUB,,27.56,28.06,DN_SUB,defect,2026-07-22,13,critical,2026-08-17,true,traffic_block,250,16,none,true,true,true,done
ENG-2026-04373,TMS,TMS-04373,ENG,ENG-DESTRESSING,RL-PERABU-14,edge,PER-ABU-UP,,14.34,15.00,UP,routine,2026-07-31,38,1,2026-08-10,true,traffic_block,195,12,none,true,false,true,pending
TRD-2026-01181,TDMS,TDMS-01181,TRD,TRD-OHE-DROPPER,CW-TITRL-10,edge,TI-TRL-UP,,36.37,36.87,UP,overdue,2026-07-16,53,minor,,false,power_block,89,5,OHE_tower_car,false,false,true,done
ENG-2026-04374,TMS,TMS-04374,ENG,ENG-TURNOUT-TAMP,TO-GPD-01,node,,GPD,47.00,47.00,,overdue,2026-08-05,10,minor,,false,traffic_block,178,8,tamper,true,true,true,done
ENG-2026-04375,TMS,TMS-04375,ENG,ENG-USFD-TEST,RL-STMPV-08,edge,STM-PV-DN_SUB,,22.35,23.10,DN_SUB,overdue,2026-05-30,80,3,,false,traffic_block,148,3,USFD_car,true,false,true,done
TRD-2026-01182,TDMS,TDMS-01182,TRD,TRD-OHE-WIRE-RENEW,CW-STMPV-01,edge,STM-PV-DN,,17.38,18.38,DN,defect,2026-06-16,19,major,,false,power_block,405,8,OHE_tower_car,true,true,true,done
SNT-2026-00691,SMMS,SMMS-00691,SNT,SNT-TRACK-CIRCUIT,TC-MSMBM-08,edge,MS-MBM-UP,,6.49,6.99,UP,proactive,2026-07-02,53,minor,,false,disconnection,76,3,none,false,true,true,done
TRD-2026-01183,TDMS,TDMS-01183,TRD,TRD-OHE-MAST,MST-PONGPD-05,edge,PON-GPD-DN,,40.21,40.41,DN,routine,2026-06-10,19,minor,2026-09-06,false,power_block,188,7,OHE_tower_car,true,true,true,done
ENG-2026-04376,TMS,TMS-04376,ENG,ENG-RAIL-RENEWAL,RL-ABUAVD-14,edge,ABU-AVD-UP_SUB,,19.89,20.39,UP_SUB,defect,2026-07-16,35,3,,false,traffic_block,509,26,none,true,true,true,done
TRD-2026-01184,TDMS,TDMS-01184,TRD,TRD-OHE-WIRE-RENEW,CW-PERABU-07,edge,PER-ABU-UP,,5.69,6.69,UP,proactive,2026-06-18,26,minor,,false,power_block,246,8,OHE_tower_car,true,true,true,done
ENG-2026-04377,TMS,TMS-04377,ENG,ENG-TAMPING,BL-CGLWJ-02,edge,CGL-WJ-SINGLE,,68.66,70.66,SINGLE,routine,2026-02-02,53,major,2026-04-04,false,traffic_block,191,8,tamper,true,true,true,done
ENG-2025-04378,TMS,TMS-04378,ENG,ENG-DRAIN-CLEAR,,edge,CGL-WJ-SINGLE,,65.65,67.15,SINGLE,routine,2025-12-22,137,minor,,false,none,212,6,none,true,true,false,done
SNT-2025-00692,SMMS,SMMS-00692,SNT,SNT-AXLE-COUNTER,AC-TNPENR-02,edge,TNP-ENR-DN,,12.88,13.18,DN,overdue,2025-10-23,109,major,,false,disconnection,116,3,none,true,true,true,done
ENG-2026-04379,TMS,TMS-04379,ENG,ENG-TRACK-PATROL,,edge,MSB-MS-DN_SUB,,0.36,2.36,DN_SUB,proactive,2026-08-15,21,major,,false,none,67,2,none,true,false,false,done
ENG-2026-04380,TMS,TMS-04380,ENG,ENG-TURNOUT-OVERHAUL,TO-TRL-03,node,,TRL,42.00,42.00,,overdue,2026-07-05,10,minor,,false,traffic_block,322,15,none,true,true,true,done
ENG-2026-04381,TMS,TMS-04381,ENG,ENG-RAIL-GRIND,RL-TMLPTKO-05,edge,TMLP-TKO-SINGLE,,109.38,112.38,SINGLE,routine,2026-05-03,124,3,,false,traffic_block,183,4,rail_grinder,true,false,true,done
SNT-2026-00693,SMMS,SMMS-00693,SNT,SNT-AXLE-COUNTER,AC-TITRL-04,edge,TI-TRL-DN_SUB,,38.99,39.29,DN_SUB,routine,2026-01-26,208,major,,false,disconnection,106,3,none,true,true,true,deferred
SNT-2026-00694,SMMS,SMMS-00694,SNT,SNT-SIGNAL-LAMP,SG-PERABU-04,edge,PER-ABU-DN,,13.34,13.44,DN,routine,2026-06-14,28,critical,2026-07-09,true,none,50,2,none,true,false,true,done
TRD-2026-01185,TDMS,TDMS-01185,TRD,TRD-OHE-MAST,MST-MBMGI-04,edge,MBM-GI-UP_SUB,,11.60,11.80,UP_SUB,overdue,2026-08-27,11,major,,false,power_block,216,7,OHE_tower_car,true,true,true,done
TRD-2025-01186,TDMS,TDMS-01186,TRD,TRD-OHE-FAULT,OHE-TRLAJJ-08,edge,TRL-AJJ-DN,,52.00,52.30,DN,defect,2025-10-22,34,major,,false,power_block,107,5,OHE_tower_car,true,true,true,done
ENG-2026-04382,TMS,TMS-04382,ENG,ENG-RAIL-RENEWAL,RL-TRLAJJ-09,edge,TRL-AJJ-DN,,64.83,65.33,DN,defect,2026-09-04,3,3,,false,traffic_block,289,24,none,true,true,true,pending
TRD-2026-01187,TDMS,TDMS-01187,TRD,TRD-OHE-WIRE-RENEW,CW-PERABU-03,edge,PER-ABU-DN,,13.48,14.48,DN,defect,2026-08-26,8,major,,false,power_block,432,9,OHE_tower_car,true,true,true,done
ENG-2026-04383,TMS,TMS-04383,ENG,ENG-TURNOUT-TAMP,TO-MAS-16,node,,MAS,0.00,0.00,,emergency_followup,2026-02-05,109,major,,false,traffic_block,158,8,tamper,true,true,true,done
SNT-2026-00695,SMMS,SMMS-00695,SNT,SNT-CABLE-LAY,,edge,MSB-MS-UP_SUB,,0.67,1.67,UP_SUB,defect,2026-02-19,126,minor,,false,none,205,8,none,true,true,false,done
ENG-2026-04384,TMS,TMS-04384,ENG,ENG-SLEEPER-RENEWAL,SL-TITRL-14,edge,TI-TRL-UP,,30.58,31.08,UP,defect,2026-06-04,30,critical,2026-06-21,true,traffic_block,388,19,none,true,true,true,done
TRD-2026-01189,TDMS,TDMS-01189,TRD,TRD-OHE-TENSION,OHE-PERABU-06,edge,PER-ABU-DN_SUB,,11.60,11.90,DN_SUB,routine,2026-08-22,16,minor,,false,power_block,168,4,OHE_tower_car,true,false,true,pending
TRD-2025-01190,TDMS,TDMS-01190,TRD,TRD-OHE-EARTHING,OHE-WJCJ-05,edge,WJ-CJ-SINGLE,,85.30,86.30,SINGLE,routine,2025-12-05,131,major,2026-02-01,false,power_block,75,3,none,true,false,true,done
ENG-2026-04385,TMS,TMS-04385,ENG,ENG-RAIL-GRIND,RL-TRLAJJ-0421,edge,TRL-AJJ-UP,,42.10,45.10,UP,routine,2026-04-15,128,1,2026-04-25,true,traffic_block,258,5,rail_grinder,true,false,true,done
TRD-2026-01191,TDMS,TDMS-01191,TRD,TRD-OHE-WIRE-RENEW,CW-TRLAJJ-10,edge,TRL-AJJ-DN_SUB,,52.86,53.86,DN_SUB,defect,2026-07-05,18,major,,false,power_block,356,10,OHE_tower_car,false,true,true,done
ENG-2025-04386,TMS,TMS-04386,ENG,ENG-SLEEPER-RENEWAL,SL-TRLAJJ-28,edge,TRL-AJJ-UP_SUB,,49.18,49.68,UP_SUB,defect,2025-10-17,310,minor,,false,traffic_block,338,18,none,true,true,true,done
ENG-2026-04387,TMS,TMS-04387,ENG,ENG-BALLAST-REGULATE,BL-MSBMS-08,edge,MSB-MS-UP_SUB,,2.60,4.30,UP_SUB,routine,2026-06-16,56,minor,2026-08-29,false,traffic_block,145,5,ballast_regulator,true,true,true,done
ENG-2026-04388,TMS,TMS-04388,ENG,ENG-TURNOUT-OVERHAUL,TO-BBQ-03,node,,BBQ,2.00,2.00,,routine,2026-04-17,19,minor,,false,traffic_block,416,13,none,true,true,true,done
ENG-2026-04389,TMS,TMS-04389,ENG,ENG-TURNOUT-OVERHAUL,TO-TRL-03,node,,TRL,42.00,42.00,,overdue,2026-08-03,35,minor,,false,traffic_block,356,12,none,true,true,true,pending
TRD-2025-01192,TDMS,TDMS-01192,TRD,TRD-SWITCHING-POST,SS-AJJ-01,node,,AJJ,69.00,69.00,,routine,2025-10-23,263,minor,,false,power_block,113,4,none,true,false,true,done
TRD-2025-01193,TDMS,TDMS-01193,TRD,TRD-OHE-EARTHING,OHE-TITRL-11,edge,TI-TRL-DN_SUB,,29.67,30.67,DN_SUB,overdue,2025-12-10,187,critical,2026-01-01,true,power_block,51,3,none,true,false,true,done
ENG-2026-04390,TMS,TMS-04390,ENG,ENG-USFD-TEST,RL-TRLAJJ-46,edge,TRL-AJJ-UP,,67.45,68.50,UP,overdue,2026-01-10,26,1,2026-01-23,true,traffic_block,156,3,USFD_car,true,false,true,done
TRD-2026-01194,TDMS,TDMS-01194,TRD,TRD-OHE-TENSION,OHE-TRLAJJ-21,edge,TRL-AJJ-DN_SUB,,51.06,51.36,DN_SUB,overdue,2026-08-03,35,minor,2026-11-26,false,power_block,161,4,OHE_tower_car,true,false,true,scheduled
TRD-2026-01195,TDMS,TDMS-01195,TRD,TRD-OHE-TENSION,OHE-AVDTI-08,edge,AVD-TI-DN_SUB,,25.43,25.73,DN_SUB,overdue,2026-02-22,29,minor,,false,power_block,138,5,OHE_tower_car,false,false,true,done
ENG-2026-04391,TMS,TMS-04391,ENG,ENG-DESTRESSING,RL-WJCJ-07,edge,WJ-CJ-SINGLE,,85.65,86.65,SINGLE,proactive,2026-07-15,22,3,,false,traffic_block,268,13,none,true,false,true,done
ENG-2025-04392,TMS,TMS-04392,ENG,ENG-TURNOUT-OVERHAUL,TO-MAS-18,node,,MAS,0.00,0.00,,routine,2025-10-30,251,minor,,false,traffic_block,238,13,none,true,true,true,done
ENG-2026-04393,TMS,TMS-04393,ENG,ENG-USFD-TEST,RL-MBMGI-08,edge,MBM-GI-UP_SUB,,13.89,15.00,UP_SUB,overdue,2026-07-02,67,3,2026-08-06,false,traffic_block,170,3,USFD_car,true,false,true,pending
SNT-2026-00696,SMMS,SMMS-00696,SNT,SNT-AXLE-COUNTER,AC-MASBBQ-03,edge,MAS-BBQ-UP,,0.49,0.79,UP,overdue,2026-02-14,121,minor,,false,disconnection,89,3,none,true,true,true,done
ENG-2026-04394,TMS,TMS-04394,ENG,ENG-SLEEPER-RENEWAL,SL-MBMGI-04,edge,MBM-GI-UP_SUB,,11.80,12.30,UP_SUB,defect,2026-08-10,26,major,,false,traffic_block,410,20,none,true,true,true,done
ENG-2025-04395,TMS,TMS-04395,ENG,ENG-TURNOUT-OVERHAUL,TO-TRL-04,node,,TRL,42.00,42.00,,overdue,2025-12-04,165,critical,2025-12-25,true,traffic_block,345,16,none,true,true,true,done
ENG-2026-04396,TMS,TMS-04396,ENG,ENG-DESTRESSING,RL-CGLWJ-02,edge,CGL-WJ-SINGLE,,68.37,69.37,SINGLE,routine,2026-08-09,29,2,,false,traffic_block,267,11,none,false,false,true,in_progress
SNT-2025-00697,SMMS,SMMS-00697,SNT,SNT-SIGNAL-REPLACE,SG-TKOAJJ-04,edge,TKO-AJJ-SINGLE,,121.39,121.49,SINGLE,defect,2025-09-11,106,major,,false,disconnection,240,5,none,true,true,true,deferred
ENG-2026-04397,TMS,TMS-04397,ENG,ENG-RAIL-WELD,RL-TRLAJJ-09,edge,TRL-AJJ-DN,,64.83,65.83,DN,defect,2026-08-11,11,2,,false,traffic_block,174,7,none,true,false,true,done
ENG-2026-04398,TMS,TMS-04398,ENG,ENG-BALLAST-SCREEN,BL-TRLAJJ-15,edge,TRL-AJJ-DN_SUB,,56.59,57.09,DN_SUB,routine,2026-07-15,54,minor,,false,traffic_block,327,13,BCM,true,true,true,pending
SNT-2026-00698,SMMS,SMMS-00698,SNT,SNT-TRACK-CIRCUIT,TC-MASBBQ-01,edge,MAS-BBQ-DN,,1.35,1.85,DN,routine,2026-06-24,18,minor,,false,disconnection,74,3,none,true,true,true,deferred
TRD-2026-01196,TDMS,TDMS-01196,TRD,TRD-OHE-WIRE-RENEW,CW-MSMBM-03,edge,MS-MBM-DN_SUB,,8.48,9.48,DN_SUB,defect,2026-03-13,30,minor,2026-07-11,false,power_block,366,9,OHE_tower_car,true,true,true,done
TRD-2026-01197,TDMS,TDMS-01197,TRD,TRD-OHE-MAST,MST-MSMBM-04,edge,MS-MBM-DN_SUB,,10.41,10.61,DN_SUB,routine,2026-07-18,19,minor,,false,power_block,215,6,OHE_tower_car,false,true,true,done
ENG-2026-04399,TMS,TMS-04399,ENG,ENG-TURNOUT-OVERHAUL,TO-TBM-07,node,,TBM,29.14,29.14,,routine,2026-01-17,95,minor,,false,traffic_block,251,15,none,true,true,true,done
TRD-2026-01198,TDMS,TDMS-01198,TRD,TRD-OHE-DROPPER,CW-ENRMJR-04,edge,ENR-MJR-UP,,20.92,21.42,UP,overdue,2026-03-14,136,minor,,false,power_block,75,4,OHE_tower_car,true,false,true,done
TRD-2026-01199,TDMS,TDMS-01199,TRD,TRD-OHE-EARTHING,OHE-MSBMS-06,edge,MSB-MS-UP,,1.51,2.51,UP,routine,2026-07-25,44,major,,false,power_block,70,3,none,true,false,true,pending
ENG-2026-04400,TMS,TMS-04400,ENG,ENG-BALLAST-REGULATE,BL-TMLPTKO-01,edge,TMLP-TKO-SINGLE,,109.05,111.05,SINGLE,emergency_followup,2026-03-10,56,major,,false,traffic_block,135,4,ballast_regulator,false,true,true,done
ENG-2025-04401,TMS,TMS-04401,ENG,ENG-SLEEPER-RENEWAL,SL-ABUAVD-07,edge,ABU-AVD-UP_SUB,,19.32,19.82,UP_SUB,defect,2025-09-12,262,minor,,false,traffic_block,348,18,none,true,true,true,done
TRD-2025-01200,TDMS,TDMS-01200,TRD,TRD-NEUTRAL-SECTION,OHE-MSMBM-06,edge,MS-MBM-DN_SUB,,5.52,5.72,DN_SUB,proactive,2025-09-09,329,major,,false,power_block,172,7,OHE_tower_car,true,false,true,done
TRD-2026-01201,TDMS,TDMS-01201,TRD,TRD-OHE-INSULATOR,INS-PERABU-01,edge,PER-ABU-DN,,8.74,8.84,DN,defect,2026-05-07,90,minor,2026-08-10,false,power_block,105,5,OHE_tower_car,true,true,true,done
ENG-2025-04402,TMS,TMS-04402,ENG,ENG-RAIL-RENEWAL,RL-TRLAJJ-04,edge,TRL-AJJ-DN,,57.75,58.25,DN,defect,2025-10-24,285,1,2025-11-14,true,traffic_block,369,23,none,true,true,true,done
TRD-2026-01202,TDMS,TDMS-01202,TRD,TRD-OHE-DROPPER,CW-TRLAJJ-16,edge,TRL-AJJ-UP,,49.22,49.72,UP,overdue,2026-08-18,20,minor,,false,power_block,73,4,OHE_tower_car,false,false,true,scheduled
ENG-2026-04403,TMS,TMS-04403,ENG,ENG-RAIL-WELD,RL-PONGPD-08,edge,PON-GPD-DN,,43.72,44.72,DN,defect,2026-02-23,125,1,2026-03-15,true,traffic_block,198,7,none,true,false,true,done
ENG-2026-04404,TMS,TMS-04404,ENG,ENG-TRACK-PATROL,,edge,GI-STM-UP,,16.66,17.10,UP,overdue,2026-07-26,43,minor,,false,none,128,2,none,true,false,false,scheduled
ENG-2025-04405,TMS,TMS-04405,ENG,ENG-SLEEPER-RENEWAL,SL-MSMBM-03,edge,MS-MBM-DN_SUB,,8.14,8.64,DN_SUB,defect,2025-11-12,294,major,,false,traffic_block,318,18,none,true,true,true,done
SNT-2026-00699,SMMS,SMMS-00699,SNT,SNT-CABLE-LAY,,edge,TI-TRL-DN_SUB,,36.00,37.00,DN_SUB,emergency_followup,2026-09-04,3,major,,false,none,287,10,none,true,true,false,done
SNT-2026-00700,SMMS,SMMS-00700,SNT,SNT-SIGNAL-REPLACE,SG-CGLWJ-01,edge,CGL-WJ-SINGLE,,73.28,73.38,SINGLE,emergency_followup,2026-08-31,7,major,2026-11-11,false,disconnection,225,6,none,true,true,true,scheduled
ENG-2026-04406,TMS,TMS-04406,ENG,ENG-TAMPING,BL-PERABU-16,edge,PER-ABU-UP_SUB,,11.41,13.41,UP_SUB,routine,2026-08-29,9,major,,false,traffic_block,268,10,tamper,true,true,true,pending
ENG-2026-04407,TMS,TMS-04407,ENG,ENG-TRACK-PATROL,,edge,AVD-TI-DN_SUB,,26.35,28.35,DN_SUB,routine,2026-08-17,11,minor,2026-09-24,false,none,70,2,none,true,false,false,done
ENG-2026-04408,TMS,TMS-04408,ENG,ENG-TURNOUT-TAMP,TO-MAS-08,node,,MAS,0.00,0.00,,routine,2026-06-29,10,minor,,false,traffic_block,152,8,tamper,true,true,true,deferred
ENG-2025-04409,TMS,TMS-04409,ENG,ENG-RAIL-GRIND,RL-CGLWJ-02,edge,CGL-WJ-SINGLE,,68.37,71.37,SINGLE,routine,2025-09-30,15,IMDT,2025-10-01,true,traffic_block,185,4,rail_grinder,true,false,true,done
SNT-2026-00701,SMMS,SMMS-00701,SNT,SNT-SIGNAL-LAMP,SG-MASBBQ-04,edge,MAS-BBQ-UP_SUB,,1.85,1.95,UP_SUB,overdue,2026-02-12,159,minor,2026-05-13,false,none,34,2,none,true,false,true,cancelled
ENG-2026-04410,TMS,TMS-04410,ENG,ENG-USFD-TEST,RL-TITRL-02,edge,TI-TRL-DN,,32.84,40.84,DN,overdue,2026-08-06,23,1,2026-08-13,true,traffic_block,172,3,USFD_car,true,false,true,deferred
ENG-2025-04411,TMS,TMS-04411,ENG,ENG-RAIL-GRIND,RL-TRLAJJ-43,edge,TRL-AJJ-UP,,62.46,65.46,UP,overdue,2025-11-17,171,3,,false,traffic_block,179,4,rail_grinder,true,false,true,done
ENG-2025-04412,TMS,TMS-04412,ENG,ENG-TURNOUT-TAMP,TO-TBM-02,node,,TBM,29.14,29.14,,routine,2025-12-14,150,major,,false,traffic_block,202,8,tamper,true,true,true,done
TRD-2025-01203,TDMS,TDMS-01203,TRD,TRD-OHE-WIRE-RENEW,CW-ENRMJR-01,edge,ENR-MJR-DN,,23.47,24.47,DN,defect,2025-12-18,64,minor,2026-02-24,false,power_block,333,10,OHE_tower_car,true,true,true,done
ENG-2026-04413,TMS,TMS-04413,ENG,ENG-SLEEPER-RENEWAL,SL-MSBMS-01,edge,MSB-MS-DN,,1.02,1.52,DN,defect,2026-03-14,108,minor,2026-05-18,false,traffic_block,227,16,none,true,true,true,done
ENG-2026-04414,TMS,TMS-04414,ENG,ENG-RAIL-WELD,RL-MSBMS-06,edge,MSB-MS-DN_SUB,,1.68,2.68,DN_SUB,proactive,2026-02-21,112,3,,false,traffic_block,164,7,none,true,false,true,done
TRD-2026-01204,TDMS,TDMS-01204,TRD,TRD-OHE-MAST,MST-PERABU-06,edge,PER-ABU-DN_SUB,,8.03,8.23,DN_SUB,routine,2026-02-24,47,minor,,false,power_block,149,6,OHE_tower_car,true,true,true,done
ENG-2026-04415,TMS,TMS-04415,ENG,ENG-CURVE-REALIGN,BL-PONGPD-04,edge,PON-GPD-DN,,38.02,38.82,DN,overdue,2026-04-21,9,critical,2026-05-05,true,traffic_block,179,11,tamper,false,true,true,done
ENG-2026-04416,TMS,TMS-04416,ENG,ENG-USFD-TEST,RL-PERABU-07,edge,PER-ABU-DN_SUB,,9.95,15.00,DN_SUB,proactive,2026-08-04,34,2,,false,traffic_block,154,4,USFD_car,true,false,true,in_progress
TRD-2026-01205,TDMS,TDMS-01205,TRD,TRD-NEUTRAL-SECTION,OHE-STMPV-01,edge,STM-PV-DN,,21.18,21.38,DN,overdue,2026-05-11,36,major,2026-07-04,false,power_block,182,6,OHE_tower_car,true,false,true,done
TRD-2026-01206,TDMS,TDMS-01206,TRD,TRD-OHE-FAULT,OHE-TRLAJJ-32,edge,TRL-AJJ-UP,,54.20,54.50,UP,defect,2026-06-11,40,major,,false,power_block,151,5,OHE_tower_car,true,true,true,done
